Messstelle:                ;Lochau
20.03.1969 00:00:00; 0,395
21.03.1969 00:00:00; 0,359
22.03.1969 00:00:00; 0,338
23.03.1969 00:00:00; 0,323
24.03.1969 00:00:00; 0,342
25.03.1969 00:00:00; 0,328
26.03.1969 00:00:00; 0,310
27.03.1969 00:00:00; 0,307
28.03.1969 00:00:00; 0,297
29.03.1969 00:00:00; 0,292
30.03.1969 00:00:00; 0,291
31.03.1969 00:00:00; 0,320
01.04.1969 00:00:00; 0,530
02.04.1969 00:00:00; 0,582
03.04.1969 00:00:00; 0,451
04.04.1969 00:00:00; 0,415
05.04.1969 00:00:00; 0,397
06.04.1969 00:00:00; 0,472
07.04.1969 00:00:00; 0,461
08.04.1969 00:00:00; 0,431
09.04.1969 00:00:00; 0,395
10.04.1969 00:00:00; 0,380
11.04.1969 00:00:00; 0,373
12.04.1969 00:00:00; 0,401
13.04.1969 00:00:00; 0,381
14.04.1969 00:00:00; 0,300
15.04.1969 00:00:00; 0,379
16.04.1969 00:00:00; 0,893
17.04.1969 00:00:00; 0,482
18.04.1969 00:00:00; 0,379
19.04.1969 00:00:00; 0,325
20.04.1969 00:00:00; 0,309
21.04.1969 00:00:00; 0,494
22.04.1969 00:00:00; 0,765
23.04.1969 00:00:00; 0,553
24.04.1969 00:00:00; 0,445
25.04.1969 00:00:00; 0,402
26.04.1969 00:00:00; 0,327
27.04.1969 00:00:00; 0,279
28.04.1969 00:00:00; 0,252
29.04.1969 00:00:00; 0,255
30.04.1969 00:00:00; 0,245
01.05.1969 00:00:00; 0,233
02.05.1969 00:00:00; 0,224
03.05.1969 00:00:00; 0,210
04.05.1969 00:00:00; 0,204
05.05.1969 00:00:00; 0,204
06.05.1969 00:00:00; 0,287
07.05.1969 00:00:00;  1,12
08.05.1969 00:00:00; 0,461
09.05.1969 00:00:00; 0,346
10.05.1969 00:00:00; 0,987
11.05.1969 00:00:00; 0,382
12.05.1969 00:00:00; 0,170
13.05.1969 00:00:00; 0,119
14.05.1969 00:00:00; 0,087
15.05.1969 00:00:00; 0,075
16.05.1969 00:00:00; 0,118
17.05.1969 00:00:00; 0,097
18.05.1969 00:00:00; 0,069
19.05.1969 00:00:00; 0,155
20.05.1969 00:00:00; 0,093
21.05.1969 00:00:00; 0,069
22.05.1969 00:00:00; 0,059
23.05.1969 00:00:00; 0,053
24.05.1969 00:00:00; 0,052
25.05.1969 00:00:00; 0,049
26.05.1969 00:00:00; 0,045
27.05.1969 00:00:00; 0,042
28.05.1969 00:00:00; 0,040
29.05.1969 00:00:00; 0,091
30.05.1969 00:00:00; 0,083
31.05.1969 00:00:00; 0,080
01.06.1969 00:00:00; 0,058
02.06.1969 00:00:00; 0,061
03.06.1969 00:00:00; 0,107
04.06.1969 00:00:00;  1,20
05.06.1969 00:00:00; 0,279
06.06.1969 00:00:00; 0,143
07.06.1969 00:00:00; 0,949
08.06.1969 00:00:00; 0,409
09.06.1969 00:00:00; 0,116
10.06.1969 00:00:00; 0,071
11.06.1969 00:00:00; 0,055
12.06.1969 00:00:00; 0,054
13.06.1969 00:00:00; 0,052
14.06.1969 00:00:00; 0,042
15.06.1969 00:00:00; 0,040
16.06.1969 00:00:00; 0,036
17.06.1969 00:00:00; 0,043
18.06.1969 00:00:00; 0,040
19.06.1969 00:00:00; 0,627
20.06.1969 00:00:00; 0,792
21.06.1969 00:00:00; 0,202
22.06.1969 00:00:00; 0,116
23.06.1969 00:00:00; 0,080
24.06.1969 00:00:00; 0,062
25.06.1969 00:00:00; 0,213
26.06.1969 00:00:00;  1,70
27.06.1969 00:00:00; 0,501
28.06.1969 00:00:00; 0,547
29.06.1969 00:00:00; 0,338
30.06.1969 00:00:00; 0,188
01.07.1969 00:00:00; 0,140
02.07.1969 00:00:00; 0,099
03.07.1969 00:00:00; 0,080
04.07.1969 00:00:00; 0,066
05.07.1969 00:00:00; 0,114
06.07.1969 00:00:00; 0,181
07.07.1969 00:00:00; 0,273
08.07.1969 00:00:00; 0,929
09.07.1969 00:00:00; 0,571
10.07.1969 00:00:00;  1,27
11.07.1969 00:00:00; 0,545
12.07.1969 00:00:00; 0,833
13.07.1969 00:00:00; 0,302
14.07.1969 00:00:00; 0,157
15.07.1969 00:00:00; 0,085
16.07.1969 00:00:00; 0,051
17.07.1969 00:00:00; 0,050
18.07.1969 00:00:00; 0,197
19.07.1969 00:00:00; 0,089
20.07.1969 00:00:00; 0,081
21.07.1969 00:00:00; 0,062
22.07.1969 00:00:00; 0,054
23.07.1969 00:00:00; 0,052
24.07.1969 00:00:00; 0,055
25.07.1969 00:00:00; 0,050
26.07.1969 00:00:00; 0,044
27.07.1969 00:00:00; 0,040
28.07.1969 00:00:00; 0,037
29.07.1969 00:00:00; 0,053
30.07.1969 00:00:00; 0,176
31.07.1969 00:00:00; 0,067
01.08.1969 00:00:00; 0,060
02.08.1969 00:00:00; 0,161
03.08.1969 00:00:00; 0,119
04.08.1969 00:00:00; 0,047
05.08.1969 00:00:00; 0,042
06.08.1969 00:00:00; 0,046
07.08.1969 00:00:00; 0,037
08.08.1969 00:00:00; 0,034
09.08.1969 00:00:00; 0,032
10.08.1969 00:00:00; 0,032
11.08.1969 00:00:00; 0,025
12.08.1969 00:00:00; 0,011
13.08.1969 00:00:00; 0,086
14.08.1969 00:00:00; 0,124
15.08.1969 00:00:00; 0,091
16.08.1969 00:00:00; 0,229
17.08.1969 00:00:00;  1,34
18.08.1969 00:00:00;  1,03
19.08.1969 00:00:00; 0,412
20.08.1969 00:00:00; 0,176
21.08.1969 00:00:00;  1,23
22.08.1969 00:00:00; 0,354
23.08.1969 00:00:00; 0,214
24.08.1969 00:00:00; 0,242
25.08.1969 00:00:00; 0,417
26.08.1969 00:00:00;  2,25
27.08.1969 00:00:00;  3,72
28.08.1969 00:00:00; 0,738
29.08.1969 00:00:00; 0,528
30.08.1969 00:00:00; 0,286
31.08.1969 00:00:00; 0,155
01.09.1969 00:00:00; 0,099
02.09.1969 00:00:00; 0,079
03.09.1969 00:00:00; 0,068
04.09.1969 00:00:00; 0,071
05.09.1969 00:00:00; 0,060
06.09.1969 00:00:00; 0,053
07.09.1969 00:00:00; 0,049
08.09.1969 00:00:00; 0,045
09.09.1969 00:00:00; 0,045
10.09.1969 00:00:00; 0,041
11.09.1969 00:00:00; 0,037
12.09.1969 00:00:00; 0,036
13.09.1969 00:00:00; 0,035
14.09.1969 00:00:00; 0,032
15.09.1969 00:00:00; 0,031
16.09.1969 00:00:00; 0,029
17.09.1969 00:00:00; 0,028
18.09.1969 00:00:00; 0,029
19.09.1969 00:00:00; 0,028
20.09.1969 00:00:00; 0,028
21.09.1969 00:00:00; 0,028
22.09.1969 00:00:00; 0,028
23.09.1969 00:00:00; 0,028
24.09.1969 00:00:00; 0,027
25.09.1969 00:00:00; 0,026
26.09.1969 00:00:00; 0,025
27.09.1969 00:00:00; 0,024
28.09.1969 00:00:00; 0,023
29.09.1969 00:00:00; 0,022
30.09.1969 00:00:00; 0,021
01.10.1969 00:00:00; 0,023
02.10.1969 00:00:00; 0,029
03.10.1969 00:00:00; 0,029
04.10.1969 00:00:00; 0,031
05.10.1969 00:00:00; 0,032
06.10.1969 00:00:00; 0,032
07.10.1969 00:00:00; 0,031
08.10.1969 00:00:00; 0,031
09.10.1969 00:00:00; 0,031
10.10.1969 00:00:00; 0,030
11.10.1969 00:00:00; 0,031
12.10.1969 00:00:00; 0,031
13.10.1969 00:00:00; 0,029
14.10.1969 00:00:00; 0,001
15.10.1969 00:00:00; 0,003
16.10.1969 00:00:00; 0,003
17.10.1969 00:00:00; 0,000
18.10.1969 00:00:00; 0,000
19.10.1969 00:00:00; 0,000
20.10.1969 00:00:00; 0,000
21.10.1969 00:00:00; 0,000
22.10.1969 00:00:00; 0,000
23.10.1969 00:00:00; 0,000
24.10.1969 00:00:00; 0,001
25.10.1969 00:00:00; 0,093
26.10.1969 00:00:00; 0,035
27.10.1969 00:00:00; 0,019
28.10.1969 00:00:00; 0,010
29.10.1969 00:00:00; 0,002
30.10.1969 00:00:00; 0,000
31.10.1969 00:00:00; 0,000
01.11.1969 00:00:00; 0,002
02.11.1969 00:00:00; 0,017
03.11.1969 00:00:00; 0,018
04.11.1969 00:00:00; 0,000
05.11.1969 00:00:00; 0,062
06.11.1969 00:00:00; 0,037
07.11.1969 00:00:00; 0,024
08.11.1969 00:00:00; 0,019
09.11.1969 00:00:00; 0,019
10.11.1969 00:00:00; 0,020
11.11.1969 00:00:00; 0,019
12.11.1969 00:00:00; 0,019
13.11.1969 00:00:00; 0,064
14.11.1969 00:00:00; 0,179
15.11.1969 00:00:00; 0,387
16.11.1969 00:00:00; 0,130
17.11.1969 00:00:00; 0,046
18.11.1969 00:00:00; 0,040
19.11.1969 00:00:00; 0,036
20.11.1969 00:00:00; 0,034
21.11.1969 00:00:00; 0,031
22.11.1969 00:00:00; 0,030
23.11.1969 00:00:00; 0,028
24.11.1969 00:00:00; 0,024
25.11.1969 00:00:00; 0,024
26.11.1969 00:00:00; 0,036
27.11.1969 00:00:00; 0,055
28.11.1969 00:00:00; 0,060
29.11.1969 00:00:00; 0,084
30.11.1969 00:00:00; 0,226
01.12.1969 00:00:00; 0,089
02.12.1969 00:00:00; 0,062
03.12.1969 00:00:00; 0,074
04.12.1969 00:00:00; 0,385
05.12.1969 00:00:00; 0,259
06.12.1969 00:00:00; 0,086
07.12.1969 00:00:00; 0,103
08.12.1969 00:00:00; 0,114
09.12.1969 00:00:00; 0,094
10.12.1969 00:00:00; 0,078
11.12.1969 00:00:00; 0,115
12.12.1969 00:00:00; 0,107
13.12.1969 00:00:00; 0,061
14.12.1969 00:00:00; 0,055
15.12.1969 00:00:00; 0,049
16.12.1969 00:00:00; 0,043
17.12.1969 00:00:00; 0,039
18.12.1969 00:00:00; 0,151
19.12.1969 00:00:00; 0,055
20.12.1969 00:00:00; 0,030
21.12.1969 00:00:00; 0,028
22.12.1969 00:00:00; 0,025
23.12.1969 00:00:00; 0,025
24.12.1969 00:00:00; 0,053
25.12.1969 00:00:00; 0,024
26.12.1969 00:00:00; 0,021
27.12.1969 00:00:00; 0,018
28.12.1969 00:00:00; 0,016
29.12.1969 00:00:00;  1,06
30.12.1969 00:00:00;  2,03
31.12.1969 00:00:00;  2,06
01.01.1970 00:00:00;  2,34
02.01.1970 00:00:00;  2,32
03.01.1970 00:00:00;  2,31
04.01.1970 00:00:00;  2,30
05.01.1970 00:00:00;  2,27
06.01.1970 00:00:00;  2,29
07.01.1970 00:00:00;  2,33
08.01.1970 00:00:00;  2,35
09.01.1970 00:00:00;  2,37
10.01.1970 00:00:00;  2,38
11.01.1970 00:00:00;  2,83
12.01.1970 00:00:00;  4,82
13.01.1970 00:00:00;  4,22
14.01.1970 00:00:00;  2,53
15.01.1970 00:00:00;  1,31
16.01.1970 00:00:00; 0,727
17.01.1970 00:00:00; 0,564
18.01.1970 00:00:00; 0,330
19.01.1970 00:00:00; 0,237
20.01.1970 00:00:00; 0,213
21.01.1970 00:00:00; 0,296
22.01.1970 00:00:00; 0,463
23.01.1970 00:00:00; 0,385
24.01.1970 00:00:00; 0,297
25.01.1970 00:00:00; 0,235
26.01.1970 00:00:00; 0,323
27.01.1970 00:00:00; 0,472
28.01.1970 00:00:00; 0,425
29.01.1970 00:00:00; 0,248
30.01.1970 00:00:00; 0,204
31.01.1970 00:00:00; 0,341
01.02.1970 00:00:00; 0,254
02.02.1970 00:00:00; 0,424
03.02.1970 00:00:00;  1,98
04.02.1970 00:00:00;  1,10
05.02.1970 00:00:00;  1,08
06.02.1970 00:00:00; 0,524
07.02.1970 00:00:00; 0,233
08.02.1970 00:00:00; 0,167
09.02.1970 00:00:00; 0,240
10.02.1970 00:00:00; 0,285
11.02.1970 00:00:00; 0,168
12.02.1970 00:00:00; 0,137
13.02.1970 00:00:00; 0,091
14.02.1970 00:00:00; 0,173
15.02.1970 00:00:00; 0,162
16.02.1970 00:00:00; 0,299
17.02.1970 00:00:00; 0,215
18.02.1970 00:00:00; 0,125
19.02.1970 00:00:00; 0,114
20.02.1970 00:00:00; 0,107
21.02.1970 00:00:00; 0,500
22.02.1970 00:00:00;  1,13
23.02.1970 00:00:00;  1,44
24.02.1970 00:00:00; 0,451
25.02.1970 00:00:00; 0,285
26.02.1970 00:00:00; 0,205
27.02.1970 00:00:00; 0,175
28.02.1970 00:00:00; 0,207
01.03.1970 00:00:00; 0,212
02.03.1970 00:00:00; 0,245
03.03.1970 00:00:00; 0,176
04.03.1970 00:00:00; 0,211
05.03.1970 00:00:00; 0,335
06.03.1970 00:00:00; 0,127
07.03.1970 00:00:00; 0,100
08.03.1970 00:00:00; 0,082
09.03.1970 00:00:00; 0,203
10.03.1970 00:00:00; 0,222
11.03.1970 00:00:00; 0,188
12.03.1970 00:00:00; 0,133
13.03.1970 00:00:00; 0,197
14.03.1970 00:00:00; 0,189
15.03.1970 00:00:00; 0,144
16.03.1970 00:00:00; 0,121
17.03.1970 00:00:00; 0,082
18.03.1970 00:00:00; 0,189
19.03.1970 00:00:00; 0,276
20.03.1970 00:00:00; 0,193
21.03.1970 00:00:00; 0,360
22.03.1970 00:00:00; 0,538
23.03.1970 00:00:00; 0,823
24.03.1970 00:00:00; 0,705
25.03.1970 00:00:00; 0,740
26.03.1970 00:00:00; 0,730
27.03.1970 00:00:00; 0,758
28.03.1970 00:00:00; 0,475
29.03.1970 00:00:00; 0,354
30.03.1970 00:00:00; 0,273
31.03.1970 00:00:00; 0,382
01.04.1970 00:00:00; 0,427
02.04.1970 00:00:00; 0,295
03.04.1970 00:00:00; 0,220
04.04.1970 00:00:00; 0,218
05.04.1970 00:00:00; 0,227
06.04.1970 00:00:00; 0,163
07.04.1970 00:00:00; 0,146
08.04.1970 00:00:00; 0,283
09.04.1970 00:00:00; 0,261
10.04.1970 00:00:00; 0,243
11.04.1970 00:00:00; 0,283
12.04.1970 00:00:00; 0,282
13.04.1970 00:00:00;  1,01
14.04.1970 00:00:00; 0,686
15.04.1970 00:00:00; 0,554
16.04.1970 00:00:00; 0,470
17.04.1970 00:00:00; 0,929
18.04.1970 00:00:00;  1,30
19.04.1970 00:00:00; 0,850
20.04.1970 00:00:00;  1,93
21.04.1970 00:00:00; 0,922
22.04.1970 00:00:00; 0,678
23.04.1970 00:00:00; 0,714
24.04.1970 00:00:00; 0,746
25.04.1970 00:00:00; 0,627
26.04.1970 00:00:00;  1,36
27.04.1970 00:00:00; 0,586
28.04.1970 00:00:00; 0,466
29.04.1970 00:00:00; 0,457
30.04.1970 00:00:00; 0,283
01.05.1970 00:00:00; 0,275
02.05.1970 00:00:00; 0,267
03.05.1970 00:00:00; 0,661
04.05.1970 00:00:00; 0,702
05.05.1970 00:00:00; 0,489
06.05.1970 00:00:00; 0,407
07.05.1970 00:00:00; 0,346
08.05.1970 00:00:00; 0,319
09.05.1970 00:00:00; 0,254
10.05.1970 00:00:00; 0,322
11.05.1970 00:00:00; 0,517
12.05.1970 00:00:00; 0,523
13.05.1970 00:00:00; 0,640
14.05.1970 00:00:00; 0,467
15.05.1970 00:00:00; 0,363
16.05.1970 00:00:00; 0,368
17.05.1970 00:00:00; 0,595
18.05.1970 00:00:00; 0,462
19.05.1970 00:00:00; 0,265
20.05.1970 00:00:00; 0,200
21.05.1970 00:00:00; 0,166
22.05.1970 00:00:00; 0,202
23.05.1970 00:00:00; 0,207
24.05.1970 00:00:00; 0,155
25.05.1970 00:00:00; 0,112
26.05.1970 00:00:00; 0,199
27.05.1970 00:00:00; 0,168
28.05.1970 00:00:00; 0,161
29.05.1970 00:00:00; 0,117
30.05.1970 00:00:00; 0,821
31.05.1970 00:00:00; 0,487
01.06.1970 00:00:00; 0,233
02.06.1970 00:00:00; 0,229
03.06.1970 00:00:00; 0,182
04.06.1970 00:00:00; 0,182
05.06.1970 00:00:00; 0,184
06.06.1970 00:00:00; 0,160
07.06.1970 00:00:00; 0,094
08.06.1970 00:00:00; 0,066
09.06.1970 00:00:00; 0,063
10.06.1970 00:00:00; 0,136
11.06.1970 00:00:00; 0,220
12.06.1970 00:00:00; 0,109
13.06.1970 00:00:00; 0,074
14.06.1970 00:00:00; 0,091
15.06.1970 00:00:00; 0,274
16.06.1970 00:00:00; 0,188
17.06.1970 00:00:00; 0,088
18.06.1970 00:00:00; 0,070
19.06.1970 00:00:00; 0,159
20.06.1970 00:00:00; 0,268
21.06.1970 00:00:00; 0,186
22.06.1970 00:00:00; 0,077
23.06.1970 00:00:00; 0,064
24.06.1970 00:00:00; 0,062
25.06.1970 00:00:00; 0,075
26.06.1970 00:00:00; 0,055
27.06.1970 00:00:00; 0,054
28.06.1970 00:00:00; 0,140
29.06.1970 00:00:00; 0,165
30.06.1970 00:00:00; 0,648
01.07.1970 00:00:00; 0,218
02.07.1970 00:00:00; 0,155
03.07.1970 00:00:00; 0,126
04.07.1970 00:00:00; 0,112
05.07.1970 00:00:00; 0,100
06.07.1970 00:00:00; 0,056
07.07.1970 00:00:00; 0,052
08.07.1970 00:00:00; 0,068
09.07.1970 00:00:00; 0,075
10.07.1970 00:00:00; 0,128
11.07.1970 00:00:00; 0,063
12.07.1970 00:00:00; 0,056
13.07.1970 00:00:00; 0,039
14.07.1970 00:00:00; 0,037
15.07.1970 00:00:00; 0,131
16.07.1970 00:00:00; 0,630
17.07.1970 00:00:00; 0,524
18.07.1970 00:00:00; 0,299
19.07.1970 00:00:00; 0,132
20.07.1970 00:00:00; 0,509
21.07.1970 00:00:00; 0,651
22.07.1970 00:00:00; 0,203
23.07.1970 00:00:00; 0,101
24.07.1970 00:00:00; 0,283
25.07.1970 00:00:00; 0,595
26.07.1970 00:00:00; 0,166
27.07.1970 00:00:00; 0,231
28.07.1970 00:00:00; 0,128
29.07.1970 00:00:00; 0,084
30.07.1970 00:00:00; 0,289
31.07.1970 00:00:00; 0,229
01.08.1970 00:00:00; 0,107
02.08.1970 00:00:00; 0,072
03.08.1970 00:00:00; 0,061
04.08.1970 00:00:00; 0,054
05.08.1970 00:00:00; 0,048
06.08.1970 00:00:00; 0,046
07.08.1970 00:00:00; 0,048
08.08.1970 00:00:00; 0,045
09.08.1970 00:00:00;  1,45
10.08.1970 00:00:00;  3,32
11.08.1970 00:00:00; 0,821
12.08.1970 00:00:00; 0,609
13.08.1970 00:00:00; 0,096
14.08.1970 00:00:00; 0,081
15.08.1970 00:00:00; 0,078
16.08.1970 00:00:00; 0,074
17.08.1970 00:00:00; 0,297
18.08.1970 00:00:00; 0,071
19.08.1970 00:00:00; 0,070
20.08.1970 00:00:00; 0,191
21.08.1970 00:00:00;  1,66
22.08.1970 00:00:00;  1,48
23.08.1970 00:00:00; 0,266
24.08.1970 00:00:00;  1,94
25.08.1970 00:00:00; 0,780
26.08.1970 00:00:00; 0,099
27.08.1970 00:00:00; 0,070
28.08.1970 00:00:00; 0,065
29.08.1970 00:00:00; 0,062
30.08.1970 00:00:00; 0,059
31.08.1970 00:00:00;  2,36
01.09.1970 00:00:00; 0,081
02.09.1970 00:00:00; 0,076
03.09.1970 00:00:00; 0,094
04.09.1970 00:00:00; 0,098
05.09.1970 00:00:00; 0,142
06.09.1970 00:00:00; 0,065
07.09.1970 00:00:00; 0,043
08.09.1970 00:00:00; 0,087
09.09.1970 00:00:00; 0,069
10.09.1970 00:00:00; 0,040
11.09.1970 00:00:00; 0,508
12.09.1970 00:00:00; 0,562
13.09.1970 00:00:00; 0,127
14.09.1970 00:00:00; 0,049
15.09.1970 00:00:00; 0,064
16.09.1970 00:00:00; 0,070
17.09.1970 00:00:00; 0,052
18.09.1970 00:00:00; 0,047
19.09.1970 00:00:00; 0,041
20.09.1970 00:00:00; 0,038
21.09.1970 00:00:00; 0,034
22.09.1970 00:00:00; 0,031
23.09.1970 00:00:00; 0,028
24.09.1970 00:00:00; 0,030
25.09.1970 00:00:00; 0,026
26.09.1970 00:00:00; 0,025
27.09.1970 00:00:00; 0,026
28.09.1970 00:00:00; 0,023
29.09.1970 00:00:00; 0,022
30.09.1970 00:00:00; 0,025
01.10.1970 00:00:00; 0,401
02.10.1970 00:00:00; 0,125
03.10.1970 00:00:00; 0,448
04.10.1970 00:00:00; 0,169
05.10.1970 00:00:00; 0,455
06.10.1970 00:00:00; 0,117
07.10.1970 00:00:00; 0,057
08.10.1970 00:00:00; 0,040
09.10.1970 00:00:00; 0,033
10.10.1970 00:00:00; 0,032
11.10.1970 00:00:00; 0,030
12.10.1970 00:00:00; 0,028
13.10.1970 00:00:00; 0,024
14.10.1970 00:00:00; 0,024
15.10.1970 00:00:00; 0,025
16.10.1970 00:00:00; 0,027
17.10.1970 00:00:00; 0,027
18.10.1970 00:00:00; 0,026
19.10.1970 00:00:00; 0,025
20.10.1970 00:00:00; 0,039
21.10.1970 00:00:00; 0,049
22.10.1970 00:00:00; 0,223
23.10.1970 00:00:00; 0,674
24.10.1970 00:00:00; 0,195
25.10.1970 00:00:00; 0,108
26.10.1970 00:00:00; 0,132
27.10.1970 00:00:00; 0,134
28.10.1970 00:00:00; 0,099
29.10.1970 00:00:00; 0,075
30.10.1970 00:00:00; 0,060
31.10.1970 00:00:00; 0,053
01.11.1970 00:00:00; 0,044
02.11.1970 00:00:00; 0,037
03.11.1970 00:00:00; 0,037
04.11.1970 00:00:00; 0,039
05.11.1970 00:00:00; 0,056
06.11.1970 00:00:00; 0,061
07.11.1970 00:00:00; 0,049
08.11.1970 00:00:00; 0,130
09.11.1970 00:00:00; 0,043
10.11.1970 00:00:00; 0,043
11.11.1970 00:00:00; 0,041
12.11.1970 00:00:00; 0,037
13.11.1970 00:00:00; 0,037
14.11.1970 00:00:00; 0,110
15.11.1970 00:00:00; 0,840
16.11.1970 00:00:00; 0,178
17.11.1970 00:00:00; 0,139
18.11.1970 00:00:00; 0,342
19.11.1970 00:00:00; 0,170
20.11.1970 00:00:00; 0,227
21.11.1970 00:00:00; 0,258
22.11.1970 00:00:00; 0,627
23.11.1970 00:00:00; 0,285
24.11.1970 00:00:00; 0,183
25.11.1970 00:00:00; 0,132
26.11.1970 00:00:00; 0,101
27.11.1970 00:00:00; 0,088
28.11.1970 00:00:00; 0,082
29.11.1970 00:00:00; 0,081
30.11.1970 00:00:00; 0,066
01.12.1970 00:00:00; 0,063
02.12.1970 00:00:00; 0,093
03.12.1970 00:00:00; 0,081
04.12.1970 00:00:00; 0,178
05.12.1970 00:00:00; 0,304
06.12.1970 00:00:00; 0,242
07.12.1970 00:00:00; 0,091
08.12.1970 00:00:00; 0,062
09.12.1970 00:00:00; 0,056
10.12.1970 00:00:00; 0,049
11.12.1970 00:00:00; 0,046
12.12.1970 00:00:00; 0,047
13.12.1970 00:00:00; 0,046
14.12.1970 00:00:00; 0,034
15.12.1970 00:00:00; 0,035
16.12.1970 00:00:00; 0,036
17.12.1970 00:00:00; 0,096
18.12.1970 00:00:00; 0,114
19.12.1970 00:00:00; 0,204
20.12.1970 00:00:00; 0,093
21.12.1970 00:00:00; 0,196
22.12.1970 00:00:00; 0,141
23.12.1970 00:00:00; 0,063
24.12.1970 00:00:00; 0,055
25.12.1970 00:00:00; 0,093
26.12.1970 00:00:00; 0,174
27.12.1970 00:00:00; 0,233
28.12.1970 00:00:00; 0,236
29.12.1970 00:00:00; 0,238
30.12.1970 00:00:00; 0,240
31.12.1970 00:00:00; 0,242
01.01.1971 00:00:00; 0,242
02.01.1971 00:00:00; 0,241
03.01.1971 00:00:00; 0,239
04.01.1971 00:00:00; 0,237
05.01.1971 00:00:00; 0,240
06.01.1971 00:00:00; 0,243
07.01.1971 00:00:00; 0,247
08.01.1971 00:00:00; 0,250
09.01.1971 00:00:00; 0,133
10.01.1971 00:00:00; 0,026
11.01.1971 00:00:00; 0,026
12.01.1971 00:00:00; Lücke
13.01.1971 00:00:00; Lücke
14.01.1971 00:00:00; Lücke
15.01.1971 00:00:00; Lücke
16.01.1971 00:00:00; Lücke
17.01.1971 00:00:00; Lücke
18.01.1971 00:00:00; Lücke
19.01.1971 00:00:00; Lücke
20.01.1971 00:00:00; Lücke
21.01.1971 00:00:00; Lücke
22.01.1971 00:00:00; Lücke
23.01.1971 00:00:00; Lücke
24.01.1971 00:00:00; Lücke
25.01.1971 00:00:00; Lücke
26.01.1971 00:00:00; Lücke
27.01.1971 00:00:00; Lücke
28.01.1971 00:00:00; 0,047
29.01.1971 00:00:00; 0,038
30.01.1971 00:00:00; 0,030
31.01.1971 00:00:00; 0,027
01.02.1971 00:00:00; 0,026
02.02.1971 00:00:00; 0,024
03.02.1971 00:00:00; 0,025
04.02.1971 00:00:00; 0,145
05.02.1971 00:00:00; 0,150
06.02.1971 00:00:00; 0,133
07.02.1971 00:00:00; 0,129
08.02.1971 00:00:00; 0,114
09.02.1971 00:00:00; 0,095
10.02.1971 00:00:00; 0,088
11.02.1971 00:00:00; 0,085
12.02.1971 00:00:00; 0,085
13.02.1971 00:00:00; 0,086
14.02.1971 00:00:00; 0,087
15.02.1971 00:00:00; 0,145
16.02.1971 00:00:00; 0,113
17.02.1971 00:00:00; 0,024
18.02.1971 00:00:00; 0,033
19.02.1971 00:00:00; 0,034
20.02.1971 00:00:00; 0,032
21.02.1971 00:00:00; 0,029
22.02.1971 00:00:00; 0,037
23.02.1971 00:00:00; 0,032
24.02.1971 00:00:00; 0,025
25.02.1971 00:00:00; 0,022
26.02.1971 00:00:00; 0,021
27.02.1971 00:00:00; 0,023
28.02.1971 00:00:00; 0,028
01.03.1971 00:00:00; 0,045
02.03.1971 00:00:00; 0,031
03.03.1971 00:00:00; 0,031
04.03.1971 00:00:00; 0,031
05.03.1971 00:00:00; 0,031
06.03.1971 00:00:00; 0,031
07.03.1971 00:00:00; 0,031
08.03.1971 00:00:00; 0,033
09.03.1971 00:00:00; 0,033
10.03.1971 00:00:00; 0,033
11.03.1971 00:00:00; 0,032
12.03.1971 00:00:00; 0,032
13.03.1971 00:00:00; 0,032
14.03.1971 00:00:00; 0,032
15.03.1971 00:00:00; 0,032
16.03.1971 00:00:00; 0,034
17.03.1971 00:00:00; 0,033
18.03.1971 00:00:00; 0,037
19.03.1971 00:00:00; 0,047
20.03.1971 00:00:00; 0,106
21.03.1971 00:00:00; 0,286
22.03.1971 00:00:00; 0,374
23.03.1971 00:00:00; 0,386
24.03.1971 00:00:00; 0,131
25.03.1971 00:00:00; 0,160
26.03.1971 00:00:00; 0,283
27.03.1971 00:00:00; 0,165
28.03.1971 00:00:00; 0,119
29.03.1971 00:00:00; 0,089
30.03.1971 00:00:00; 0,066
31.03.1971 00:00:00; 0,073
01.04.1971 00:00:00; 0,109
02.04.1971 00:00:00; 0,110
03.04.1971 00:00:00; 0,147
04.04.1971 00:00:00; 0,149
05.04.1971 00:00:00; 0,134
06.04.1971 00:00:00; 0,142
07.04.1971 00:00:00; 0,099
08.04.1971 00:00:00; 0,080
09.04.1971 00:00:00; 0,069
10.04.1971 00:00:00; 0,070
11.04.1971 00:00:00; 0,094
12.04.1971 00:00:00; 0,049
13.04.1971 00:00:00; 0,043
14.04.1971 00:00:00; 0,033
15.04.1971 00:00:00; 0,028
16.04.1971 00:00:00; 0,027
17.04.1971 00:00:00; 0,032
18.04.1971 00:00:00; 0,032
19.04.1971 00:00:00; 0,026
20.04.1971 00:00:00; 0,022
21.04.1971 00:00:00; 0,021
22.04.1971 00:00:00; 0,019
23.04.1971 00:00:00; 0,017
24.04.1971 00:00:00; 0,021
25.04.1971 00:00:00; 0,026
26.04.1971 00:00:00; 0,019
27.04.1971 00:00:00; 0,128
28.04.1971 00:00:00; 0,367
29.04.1971 00:00:00; 0,096
30.04.1971 00:00:00; 0,045
01.05.1971 00:00:00; 0,036
02.05.1971 00:00:00; 0,035
03.05.1971 00:00:00; 0,033
04.05.1971 00:00:00; 0,032
05.05.1971 00:00:00; 0,032
