Messstelle:                ;Kremsdorf
24.04.1978 00:00:00;   200
25.04.1978 00:00:00;   200
26.04.1978 00:00:00;   199
27.04.1978 00:00:00;   199
28.04.1978 00:00:00;   199
29.04.1978 00:00:00;   198
30.04.1978 00:00:00;   198
01.05.1978 00:00:00;   198
02.05.1978 00:00:00;   198
03.05.1978 00:00:00;   198
04.05.1978 00:00:00;   198
05.05.1978 00:00:00;   197
06.05.1978 00:00:00;   197
07.05.1978 00:00:00;   196
08.05.1978 00:00:00;   196
09.05.1978 00:00:00;   196
10.05.1978 00:00:00;   206
11.05.1978 00:00:00;   204
12.05.1978 00:00:00;   202
13.05.1978 00:00:00;   201
14.05.1978 00:00:00;   201
15.05.1978 00:00:00;   199
16.05.1978 00:00:00;   213
17.05.1978 00:00:00;   204
18.05.1978 00:00:00;   201
19.05.1978 00:00:00;   198
20.05.1978 00:00:00;   199
21.05.1978 00:00:00;   198
22.05.1978 00:00:00;   197
23.05.1978 00:00:00;   196
24.05.1978 00:00:00;   196
25.05.1978 00:00:00;   195
26.05.1978 00:00:00;   195
27.05.1978 00:00:00;   198
28.05.1978 00:00:00;   196
29.05.1978 00:00:00;   198
30.05.1978 00:00:00;   202
31.05.1978 00:00:00;   200
01.06.1978 00:00:00;   199
02.06.1978 00:00:00;   197
03.06.1978 00:00:00;   196
04.06.1978 00:00:00;   196
05.06.1978 00:00:00;   195
06.06.1978 00:00:00;   194
07.06.1978 00:00:00;   194
08.06.1978 00:00:00;   194
09.06.1978 00:00:00;   194
10.06.1978 00:00:00;   195
11.06.1978 00:00:00;   193
12.06.1978 00:00:00;   193
13.06.1978 00:00:00;   193
14.06.1978 00:00:00;   193
15.06.1978 00:00:00;   193
16.06.1978 00:00:00;   192
17.06.1978 00:00:00;   192
18.06.1978 00:00:00;   193
19.06.1978 00:00:00;   193
20.06.1978 00:00:00;   193
21.06.1978 00:00:00;   193
22.06.1978 00:00:00;   193
23.06.1978 00:00:00;   193
24.06.1978 00:00:00;   194
25.06.1978 00:00:00;   196
26.06.1978 00:00:00;   194
27.06.1978 00:00:00;   195
28.06.1978 00:00:00;   195
29.06.1978 00:00:00;   195
30.06.1978 00:00:00;   194
01.07.1978 00:00:00;   193
02.07.1978 00:00:00;   195
03.07.1978 00:00:00;   196
04.07.1978 00:00:00;   196
05.07.1978 00:00:00;   228
06.07.1978 00:00:00;   218
07.07.1978 00:00:00;   211
08.07.1978 00:00:00;   207
09.07.1978 00:00:00;   203
10.07.1978 00:00:00;   248
11.07.1978 00:00:00;   222
12.07.1978 00:00:00;   209
13.07.1978 00:00:00;   204
14.07.1978 00:00:00;   199
15.07.1978 00:00:00;   198
16.07.1978 00:00:00;   197
17.07.1978 00:00:00;   195
18.07.1978 00:00:00;   194
19.07.1978 00:00:00;   198
20.07.1978 00:00:00;   198
21.07.1978 00:00:00;   198
22.07.1978 00:00:00;   204
23.07.1978 00:00:00;   199
24.07.1978 00:00:00;   196
25.07.1978 00:00:00;   195
26.07.1978 00:00:00;   195
27.07.1978 00:00:00;   194
28.07.1978 00:00:00;   193
29.07.1978 00:00:00;   192
30.07.1978 00:00:00;   192
31.07.1978 00:00:00;   192
01.08.1978 00:00:00;   192
02.08.1978 00:00:00;   193
03.08.1978 00:00:00;   194
04.08.1978 00:00:00;   193
05.08.1978 00:00:00;   192
06.08.1978 00:00:00;   192
07.08.1978 00:00:00;   192
08.08.1978 00:00:00;   193
09.08.1978 00:00:00;   193
10.08.1978 00:00:00;   192
11.08.1978 00:00:00;   193
12.08.1978 00:00:00;   194
13.08.1978 00:00:00;   192
14.08.1978 00:00:00;   192
15.08.1978 00:00:00;   192
16.08.1978 00:00:00;   192
17.08.1978 00:00:00;   199
18.08.1978 00:00:00;   195
19.08.1978 00:00:00;   194
20.08.1978 00:00:00;   193
21.08.1978 00:00:00;   192
22.08.1978 00:00:00;   192
23.08.1978 00:00:00;   192
24.08.1978 00:00:00;   192
25.08.1978 00:00:00;   191
26.08.1978 00:00:00;   191
27.08.1978 00:00:00;   190
28.08.1978 00:00:00;   191
29.08.1978 00:00:00;   191
30.08.1978 00:00:00;   192
31.08.1978 00:00:00;   193
01.09.1978 00:00:00;   193
02.09.1978 00:00:00;   192
03.09.1978 00:00:00;   192
04.09.1978 00:00:00;   192
05.09.1978 00:00:00;   192
06.09.1978 00:00:00;   192
07.09.1978 00:00:00;   192
08.09.1978 00:00:00;   194
09.09.1978 00:00:00;   206
10.09.1978 00:00:00;   195
11.09.1978 00:00:00;   193
12.09.1978 00:00:00;   195
13.09.1978 00:00:00;   202
14.09.1978 00:00:00;   198
15.09.1978 00:00:00;   194
16.09.1978 00:00:00;   193
17.09.1978 00:00:00;   192
18.09.1978 00:00:00;   192
19.09.1978 00:00:00;   192
20.09.1978 00:00:00;   192
21.09.1978 00:00:00;   192
22.09.1978 00:00:00;   191
23.09.1978 00:00:00;   201
24.09.1978 00:00:00;   202
25.09.1978 00:00:00;   195
26.09.1978 00:00:00;   194
27.09.1978 00:00:00;   196
28.09.1978 00:00:00;   196
29.09.1978 00:00:00;   208
30.09.1978 00:00:00;   206
01.10.1978 00:00:00;   208
02.10.1978 00:00:00;   203
03.10.1978 00:00:00;   201
04.10.1978 00:00:00;   199
05.10.1978 00:00:00;   202
06.10.1978 00:00:00;   203
07.10.1978 00:00:00;   200
08.10.1978 00:00:00;   198
09.10.1978 00:00:00;   197
10.10.1978 00:00:00;   196
11.10.1978 00:00:00;   196
12.10.1978 00:00:00;   195
13.10.1978 00:00:00;   195
14.10.1978 00:00:00;   195
15.10.1978 00:00:00;   194
16.10.1978 00:00:00;   194
17.10.1978 00:00:00;   194
18.10.1978 00:00:00;   195
19.10.1978 00:00:00;   195
20.10.1978 00:00:00;   195
21.10.1978 00:00:00;   194
22.10.1978 00:00:00;   194
23.10.1978 00:00:00;   204
24.10.1978 00:00:00;   204
25.10.1978 00:00:00;   198
26.10.1978 00:00:00;   250
27.10.1978 00:00:00;   224
28.10.1978 00:00:00;   212
29.10.1978 00:00:00;   206
30.10.1978 00:00:00;   202
31.10.1978 00:00:00;   199
01.11.1978 00:00:00;   198
02.11.1978 00:00:00;   197
03.11.1978 00:00:00;   197
04.11.1978 00:00:00;   196
05.11.1978 00:00:00;   195
06.11.1978 00:00:00;   195
07.11.1978 00:00:00;   194
08.11.1978 00:00:00;   194
09.11.1978 00:00:00;   194
10.11.1978 00:00:00;   193
11.11.1978 00:00:00;   193
12.11.1978 00:00:00;   192
13.11.1978 00:00:00;   193
14.11.1978 00:00:00;   193
15.11.1978 00:00:00;   193
16.11.1978 00:00:00;   193
17.11.1978 00:00:00;   193
18.11.1978 00:00:00;   193
19.11.1978 00:00:00;   193
20.11.1978 00:00:00;   193
21.11.1978 00:00:00;   193
22.11.1978 00:00:00;   193
23.11.1978 00:00:00;   194
24.11.1978 00:00:00;   194
25.11.1978 00:00:00;   193
26.11.1978 00:00:00;   193
27.11.1978 00:00:00;   195
28.11.1978 00:00:00;   194
29.11.1978 00:00:00;   194
30.11.1978 00:00:00;   194
01.12.1978 00:00:00;   194
02.12.1978 00:00:00;   194
03.12.1978 00:00:00;   194
04.12.1978 00:00:00;   194
05.12.1978 00:00:00;   194
06.12.1978 00:00:00;   192
07.12.1978 00:00:00;   192
08.12.1978 00:00:00;   192
09.12.1978 00:00:00;   193
10.12.1978 00:00:00;   228
11.12.1978 00:00:00;   227
12.12.1978 00:00:00;   215
13.12.1978 00:00:00;   211
14.12.1978 00:00:00;   212
15.12.1978 00:00:00;   210
16.12.1978 00:00:00;   205
17.12.1978 00:00:00;   207
18.12.1978 00:00:00;   211
19.12.1978 00:00:00;   204
20.12.1978 00:00:00;   203
21.12.1978 00:00:00;   200
22.12.1978 00:00:00;   199
23.12.1978 00:00:00;   199
24.12.1978 00:00:00;   198
25.12.1978 00:00:00;   197
26.12.1978 00:00:00;   196
27.12.1978 00:00:00;   196
28.12.1978 00:00:00;   196
29.12.1978 00:00:00;   197
30.12.1978 00:00:00;   208
31.12.1978 00:00:00;   206
01.01.1979 00:00:00;   201
02.01.1979 00:00:00;   196
03.01.1979 00:00:00;   196
04.01.1979 00:00:00;   196
05.01.1979 00:00:00;   195
06.01.1979 00:00:00;   194
07.01.1979 00:00:00;   193
08.01.1979 00:00:00;   193
09.01.1979 00:00:00;   194
10.01.1979 00:00:00;   195
11.01.1979 00:00:00;   195
12.01.1979 00:00:00;   195
13.01.1979 00:00:00;   194
14.01.1979 00:00:00;   194
15.01.1979 00:00:00;   194
16.01.1979 00:00:00;   193
17.01.1979 00:00:00;   193
18.01.1979 00:00:00;   193
19.01.1979 00:00:00;   193
20.01.1979 00:00:00;   194
21.01.1979 00:00:00;   194
22.01.1979 00:00:00;   194
23.01.1979 00:00:00;   194
24.01.1979 00:00:00;   194
25.01.1979 00:00:00;   196
26.01.1979 00:00:00;   196
27.01.1979 00:00:00;   195
28.01.1979 00:00:00;   194
29.01.1979 00:00:00;   196
30.01.1979 00:00:00;   196
31.01.1979 00:00:00;   196
01.02.1979 00:00:00;   196
02.02.1979 00:00:00;   196
03.02.1979 00:00:00;   212
04.02.1979 00:00:00;   210
05.02.1979 00:00:00;   206
06.02.1979 00:00:00;   221
07.02.1979 00:00:00;   210
08.02.1979 00:00:00;   220
09.02.1979 00:00:00;   242
10.02.1979 00:00:00;   215
11.02.1979 00:00:00;   207
12.02.1979 00:00:00;   204
13.02.1979 00:00:00;   206
14.02.1979 00:00:00;   211
15.02.1979 00:00:00;   211
16.02.1979 00:00:00;   216
17.02.1979 00:00:00;   235
18.02.1979 00:00:00;   231
19.02.1979 00:00:00;   216
20.02.1979 00:00:00;   212
21.02.1979 00:00:00;   209
22.02.1979 00:00:00;   206
23.02.1979 00:00:00;   205
24.02.1979 00:00:00;   203
25.02.1979 00:00:00;   202
26.02.1979 00:00:00;   201
27.02.1979 00:00:00;   200
28.02.1979 00:00:00;   200
01.03.1979 00:00:00;   199
02.03.1979 00:00:00;   199
03.03.1979 00:00:00;   201
04.03.1979 00:00:00;   206
05.03.1979 00:00:00;   219
06.03.1979 00:00:00;   223
07.03.1979 00:00:00;   221
08.03.1979 00:00:00;   228
09.03.1979 00:00:00;   218
10.03.1979 00:00:00;   215
11.03.1979 00:00:00;   213
12.03.1979 00:00:00;   310
13.03.1979 00:00:00;   282
14.03.1979 00:00:00;   254
15.03.1979 00:00:00;   232
16.03.1979 00:00:00;   222
17.03.1979 00:00:00;   220
18.03.1979 00:00:00;   215
19.03.1979 00:00:00;   212
20.03.1979 00:00:00;   209
21.03.1979 00:00:00;   208
22.03.1979 00:00:00;   206
23.03.1979 00:00:00;   205
24.03.1979 00:00:00;   204
25.03.1979 00:00:00;   203
26.03.1979 00:00:00;   204
27.03.1979 00:00:00;   204
28.03.1979 00:00:00;   204
29.03.1979 00:00:00;   204
30.03.1979 00:00:00;   248
31.03.1979 00:00:00;   275
01.04.1979 00:00:00;   237
02.04.1979 00:00:00;   225
03.04.1979 00:00:00;   219
04.04.1979 00:00:00;   215
05.04.1979 00:00:00;   212
06.04.1979 00:00:00;   230
07.04.1979 00:00:00;   285
08.04.1979 00:00:00;   258
09.04.1979 00:00:00;   238
10.04.1979 00:00:00;   233
11.04.1979 00:00:00;   229
12.04.1979 00:00:00;   225
13.04.1979 00:00:00;   220
14.04.1979 00:00:00;   217
15.04.1979 00:00:00;   214
16.04.1979 00:00:00;   212
17.04.1979 00:00:00;   213
18.04.1979 00:00:00;   220
19.04.1979 00:00:00;   217
20.04.1979 00:00:00;   213
21.04.1979 00:00:00;   211
22.04.1979 00:00:00;   211
23.04.1979 00:00:00;   209
24.04.1979 00:00:00;   209
25.04.1979 00:00:00;   210
26.04.1979 00:00:00;   215
27.04.1979 00:00:00;   215
28.04.1979 00:00:00;   281
29.04.1979 00:00:00;   244
30.04.1979 00:00:00;   225
01.05.1979 00:00:00;   222
02.05.1979 00:00:00;   226
03.05.1979 00:00:00;   243
04.05.1979 00:00:00;   229
05.05.1979 00:00:00;   223
06.05.1979 00:00:00;   221
07.05.1979 00:00:00;   217
08.05.1979 00:00:00;   213
09.05.1979 00:00:00;   212
10.05.1979 00:00:00;   210
11.05.1979 00:00:00;   208
12.05.1979 00:00:00;   227
13.05.1979 00:00:00;   239
14.05.1979 00:00:00;   220
15.05.1979 00:00:00;   216
16.05.1979 00:00:00;   213
17.05.1979 00:00:00;   211
18.05.1979 00:00:00;   209
19.05.1979 00:00:00;   208
20.05.1979 00:00:00;   207
21.05.1979 00:00:00;   206
22.05.1979 00:00:00;   205
23.05.1979 00:00:00;   204
24.05.1979 00:00:00;   203
25.05.1979 00:00:00;   202
26.05.1979 00:00:00;   202
27.05.1979 00:00:00;   201
28.05.1979 00:00:00;   201
29.05.1979 00:00:00;   202
30.05.1979 00:00:00;   202
31.05.1979 00:00:00;   201
01.06.1979 00:00:00;   201
02.06.1979 00:00:00;   201
03.06.1979 00:00:00;   201
04.06.1979 00:00:00;   200
05.06.1979 00:00:00;   200
06.06.1979 00:00:00;   202
07.06.1979 00:00:00;   200
08.06.1979 00:00:00;   200
09.06.1979 00:00:00;   200
10.06.1979 00:00:00;   199
11.06.1979 00:00:00;   198
12.06.1979 00:00:00;   198
13.06.1979 00:00:00;   198
14.06.1979 00:00:00;   208
15.06.1979 00:00:00;   201
16.06.1979 00:00:00;   201
17.06.1979 00:00:00;   220
18.06.1979 00:00:00;   327
19.06.1979 00:00:00;   318
20.06.1979 00:00:00;   264
21.06.1979 00:00:00;   253
22.06.1979 00:00:00;   223
23.06.1979 00:00:00;   214
24.06.1979 00:00:00;   210
25.06.1979 00:00:00;   208
26.06.1979 00:00:00;   206
27.06.1979 00:00:00;   204
28.06.1979 00:00:00;   204
29.06.1979 00:00:00;   203
30.06.1979 00:00:00;   202
01.07.1979 00:00:00;   202
02.07.1979 00:00:00;   201
03.07.1979 00:00:00;   204
04.07.1979 00:00:00;   207
05.07.1979 00:00:00;   204
06.07.1979 00:00:00;   203
07.07.1979 00:00:00;   203
08.07.1979 00:00:00;   205
09.07.1979 00:00:00;   207
10.07.1979 00:00:00;   208
11.07.1979 00:00:00;   206
12.07.1979 00:00:00;   203
13.07.1979 00:00:00;   205
14.07.1979 00:00:00;   212
15.07.1979 00:00:00;   230
16.07.1979 00:00:00;   213
17.07.1979 00:00:00;   215
18.07.1979 00:00:00;   214
19.07.1979 00:00:00;   210
20.07.1979 00:00:00;   208
21.07.1979 00:00:00;   206
22.07.1979 00:00:00;   204
23.07.1979 00:00:00;   204
24.07.1979 00:00:00;   202
25.07.1979 00:00:00;   203
26.07.1979 00:00:00;   201
27.07.1979 00:00:00;   201
28.07.1979 00:00:00;   203
29.07.1979 00:00:00;   202
30.07.1979 00:00:00;   202
31.07.1979 00:00:00;   202
01.08.1979 00:00:00;   206
02.08.1979 00:00:00;   202
03.08.1979 00:00:00;   210
04.08.1979 00:00:00;   254
05.08.1979 00:00:00;   230
06.08.1979 00:00:00;   213
07.08.1979 00:00:00;   208
08.08.1979 00:00:00;   206
09.08.1979 00:00:00;   205
10.08.1979 00:00:00;   206
11.08.1979 00:00:00;   205
12.08.1979 00:00:00;   213
13.08.1979 00:00:00;   213
14.08.1979 00:00:00;   206
15.08.1979 00:00:00;   204
16.08.1979 00:00:00;   203
17.08.1979 00:00:00;   203
18.08.1979 00:00:00;   202
19.08.1979 00:00:00;   202
20.08.1979 00:00:00;   202
21.08.1979 00:00:00;   202
22.08.1979 00:00:00;   201
23.08.1979 00:00:00;   201
24.08.1979 00:00:00;   202
25.08.1979 00:00:00;   211
26.08.1979 00:00:00;   209
27.08.1979 00:00:00;   205
28.08.1979 00:00:00;   203
29.08.1979 00:00:00;   202
30.08.1979 00:00:00;   201
31.08.1979 00:00:00;   200
01.09.1979 00:00:00;   200
02.09.1979 00:00:00;   199
03.09.1979 00:00:00;   200
04.09.1979 00:00:00;   204
05.09.1979 00:00:00;   204
06.09.1979 00:00:00;   202
07.09.1979 00:00:00;   201
08.09.1979 00:00:00;   200
09.09.1979 00:00:00;   199
10.09.1979 00:00:00;   199
11.09.1979 00:00:00;   200
12.09.1979 00:00:00;   199
13.09.1979 00:00:00;   199
14.09.1979 00:00:00;   199
15.09.1979 00:00:00;   199
16.09.1979 00:00:00;   199
17.09.1979 00:00:00;   198
18.09.1979 00:00:00;   197
19.09.1979 00:00:00;   197
20.09.1979 00:00:00;   197
21.09.1979 00:00:00;   199
22.09.1979 00:00:00;   200
23.09.1979 00:00:00;   200
24.09.1979 00:00:00;   228
25.09.1979 00:00:00;   228
26.09.1979 00:00:00;   207
27.09.1979 00:00:00;   203
28.09.1979 00:00:00;   201
29.09.1979 00:00:00;   200
30.09.1979 00:00:00;   199
01.10.1979 00:00:00;   199
02.10.1979 00:00:00;   199
03.10.1979 00:00:00;   197
04.10.1979 00:00:00;   197
05.10.1979 00:00:00;   197
06.10.1979 00:00:00;   196
07.10.1979 00:00:00;   196
08.10.1979 00:00:00;   196
09.10.1979 00:00:00;   196
10.10.1979 00:00:00;   196
11.10.1979 00:00:00;   196
12.10.1979 00:00:00;   196
13.10.1979 00:00:00;   195
14.10.1979 00:00:00;   195
15.10.1979 00:00:00;   195
16.10.1979 00:00:00;   195
17.10.1979 00:00:00;   195
18.10.1979 00:00:00;   195
19.10.1979 00:00:00;   196
20.10.1979 00:00:00;   195
21.10.1979 00:00:00;   195
22.10.1979 00:00:00;   195
23.10.1979 00:00:00;   195
24.10.1979 00:00:00;   195
25.10.1979 00:00:00;   195
26.10.1979 00:00:00;   195
27.10.1979 00:00:00;   195
28.10.1979 00:00:00;   195
29.10.1979 00:00:00;   195
30.10.1979 00:00:00;   195
31.10.1979 00:00:00;   195
01.11.1979 00:00:00;   195
02.11.1979 00:00:00;   195
03.11.1979 00:00:00;   197
04.11.1979 00:00:00;   196
05.11.1979 00:00:00;   196
06.11.1979 00:00:00;   200
07.11.1979 00:00:00;   230
08.11.1979 00:00:00;   219
09.11.1979 00:00:00;   211
10.11.1979 00:00:00;   236
11.11.1979 00:00:00;   234
12.11.1979 00:00:00;   219
13.11.1979 00:00:00;   211
14.11.1979 00:00:00;   207
15.11.1979 00:00:00;   206
16.11.1979 00:00:00;   206
17.11.1979 00:00:00;   204
18.11.1979 00:00:00;   202
19.11.1979 00:00:00;   204
20.11.1979 00:00:00;   231
21.11.1979 00:00:00;   237
22.11.1979 00:00:00;   227
23.11.1979 00:00:00;   220
24.11.1979 00:00:00;   216
25.11.1979 00:00:00;   212
26.11.1979 00:00:00;   208
27.11.1979 00:00:00;   254
28.11.1979 00:00:00;   334
29.11.1979 00:00:00;   247
30.11.1979 00:00:00;   229
01.12.1979 00:00:00;   222
02.12.1979 00:00:00;   218
03.12.1979 00:00:00;   215
04.12.1979 00:00:00;   212
05.12.1979 00:00:00;   211
06.12.1979 00:00:00;   210
07.12.1979 00:00:00;   209
08.12.1979 00:00:00;   208
09.12.1979 00:00:00;   207
10.12.1979 00:00:00;   208
11.12.1979 00:00:00;   221
12.12.1979 00:00:00;   226
13.12.1979 00:00:00;   223
14.12.1979 00:00:00;   217
15.12.1979 00:00:00;   213
16.12.1979 00:00:00;   220
17.12.1979 00:00:00;   214
18.12.1979 00:00:00;   219
19.12.1979 00:00:00;   216
20.12.1979 00:00:00;   213
21.12.1979 00:00:00;   210
22.12.1979 00:00:00;   209
23.12.1979 00:00:00;   208
24.12.1979 00:00:00;   208
25.12.1979 00:00:00;   207
26.12.1979 00:00:00;   206
27.12.1979 00:00:00;   206
28.12.1979 00:00:00;   206
29.12.1979 00:00:00;   205
30.12.1979 00:00:00;   205
31.12.1979 00:00:00;   205
01.01.1980 00:00:00;   205
02.01.1980 00:00:00;   204
03.01.1980 00:00:00;   203
04.01.1980 00:00:00;   203
05.01.1980 00:00:00;   203
06.01.1980 00:00:00;   205
07.01.1980 00:00:00;   207
08.01.1980 00:00:00;   208
09.01.1980 00:00:00;   206
10.01.1980 00:00:00;   205
11.01.1980 00:00:00;   204
12.01.1980 00:00:00;   203
13.01.1980 00:00:00;   200
14.01.1980 00:00:00;   201
15.01.1980 00:00:00;   203
16.01.1980 00:00:00;   204
17.01.1980 00:00:00;   204
18.01.1980 00:00:00;   204
19.01.1980 00:00:00;   204
20.01.1980 00:00:00;   204
21.01.1980 00:00:00;   204
22.01.1980 00:00:00;   204
23.01.1980 00:00:00;   204
24.01.1980 00:00:00;   205
25.01.1980 00:00:00;   210
26.01.1980 00:00:00;   210
27.01.1980 00:00:00;   208
28.01.1980 00:00:00;   205
29.01.1980 00:00:00;   204
30.01.1980 00:00:00;   204
31.01.1980 00:00:00;   207
01.02.1980 00:00:00;   231
02.02.1980 00:00:00;   231
03.02.1980 00:00:00;   227
04.02.1980 00:00:00;   251
05.02.1980 00:00:00;   269
06.02.1980 00:00:00;   253
07.02.1980 00:00:00;   233
08.02.1980 00:00:00;   227
09.02.1980 00:00:00;   221
10.02.1980 00:00:00;   218
11.02.1980 00:00:00;   221
12.02.1980 00:00:00;   221
13.02.1980 00:00:00;   216
14.02.1980 00:00:00;   213
15.02.1980 00:00:00;   211
16.02.1980 00:00:00;   209
17.02.1980 00:00:00;   209
18.02.1980 00:00:00;   210
19.02.1980 00:00:00;   209
20.02.1980 00:00:00;   208
21.02.1980 00:00:00;   207
22.02.1980 00:00:00;   207
23.02.1980 00:00:00;   206
24.02.1980 00:00:00;   205
25.02.1980 00:00:00;   205
26.02.1980 00:00:00;   205
27.02.1980 00:00:00;   205
28.02.1980 00:00:00;   205
29.02.1980 00:00:00;   204
01.03.1980 00:00:00;   204
02.03.1980 00:00:00;   204
03.03.1980 00:00:00;   204
04.03.1980 00:00:00;   204
05.03.1980 00:00:00;   204
06.03.1980 00:00:00;   204
07.03.1980 00:00:00;   204
08.03.1980 00:00:00;   208
09.03.1980 00:00:00;   210
10.03.1980 00:00:00;   226
11.03.1980 00:00:00;   215
12.03.1980 00:00:00;   229
13.03.1980 00:00:00;   226
14.03.1980 00:00:00;   217
15.03.1980 00:00:00;   213
16.03.1980 00:00:00;   209
17.03.1980 00:00:00;   207
18.03.1980 00:00:00;   206
19.03.1980 00:00:00;   205
20.03.1980 00:00:00;   204
21.03.1980 00:00:00;   203
22.03.1980 00:00:00;   202
23.03.1980 00:00:00;   201
24.03.1980 00:00:00;   203
25.03.1980 00:00:00;   203
26.03.1980 00:00:00;   203
27.03.1980 00:00:00;   203
28.03.1980 00:00:00;   205
29.03.1980 00:00:00;   207
30.03.1980 00:00:00;   209
31.03.1980 00:00:00;   210
01.04.1980 00:00:00;   225
02.04.1980 00:00:00;   247
03.04.1980 00:00:00;   228
04.04.1980 00:00:00;   231
05.04.1980 00:00:00;   229
06.04.1980 00:00:00;   231
07.04.1980 00:00:00;   232
08.04.1980 00:00:00;   242
09.04.1980 00:00:00;   243
10.04.1980 00:00:00;   236
11.04.1980 00:00:00;   230
12.04.1980 00:00:00;   227
13.04.1980 00:00:00;   223
14.04.1980 00:00:00;   220
15.04.1980 00:00:00;   217
16.04.1980 00:00:00;   215
17.04.1980 00:00:00;   212
18.04.1980 00:00:00;   211
19.04.1980 00:00:00;   212
20.04.1980 00:00:00;   225
21.04.1980 00:00:00;   215
22.04.1980 00:00:00;   216
23.04.1980 00:00:00;   241
24.04.1980 00:00:00;   284
25.04.1980 00:00:00;   297
26.04.1980 00:00:00;   267
27.04.1980 00:00:00;   256
28.04.1980 00:00:00;   237
29.04.1980 00:00:00;   232
30.04.1980 00:00:00;   230
01.05.1980 00:00:00;   227
02.05.1980 00:00:00;   224
03.05.1980 00:00:00;   221
04.05.1980 00:00:00;   220
05.05.1980 00:00:00;   222
06.05.1980 00:00:00;   218
07.05.1980 00:00:00;   216
08.05.1980 00:00:00;   215
09.05.1980 00:00:00;   215
10.05.1980 00:00:00;   217
11.05.1980 00:00:00;   214
12.05.1980 00:00:00;   212
13.05.1980 00:00:00;   211
14.05.1980 00:00:00;   209
15.05.1980 00:00:00;   209
16.05.1980 00:00:00;   208
17.05.1980 00:00:00;   207
18.05.1980 00:00:00;   208
19.05.1980 00:00:00;   208
20.05.1980 00:00:00;   208
21.05.1980 00:00:00;   207
22.05.1980 00:00:00;   206
23.05.1980 00:00:00;   205
24.05.1980 00:00:00;   205
25.05.1980 00:00:00;   205
26.05.1980 00:00:00;   205
27.05.1980 00:00:00;   205
28.05.1980 00:00:00;   205
29.05.1980 00:00:00;   205
30.05.1980 00:00:00;   205
31.05.1980 00:00:00;   216
01.06.1980 00:00:00;   210
02.06.1980 00:00:00;   208
03.06.1980 00:00:00;   206
04.06.1980 00:00:00;   206
05.06.1980 00:00:00;   239
06.06.1980 00:00:00;   258
07.06.1980 00:00:00;   220
08.06.1980 00:00:00;   214
09.06.1980 00:00:00;   210
10.06.1980 00:00:00;   207
11.06.1980 00:00:00;   215
12.06.1980 00:00:00;   206
13.06.1980 00:00:00;   204
14.06.1980 00:00:00;   204
15.06.1980 00:00:00;   203
16.06.1980 00:00:00;   204
17.06.1980 00:00:00;   203
18.06.1980 00:00:00;   205
19.06.1980 00:00:00;   204
