Messstelle:                ;Oberkappel
24.04.1978 00:00:00;   141
25.04.1978 00:00:00;   140
26.04.1978 00:00:00;   139
27.04.1978 00:00:00;   139
28.04.1978 00:00:00;   138
29.04.1978 00:00:00;   138
30.04.1978 00:00:00;   138
01.05.1978 00:00:00;   139
02.05.1978 00:00:00;   139
03.05.1978 00:00:00;   144
04.05.1978 00:00:00;   140
05.05.1978 00:00:00;   137
06.05.1978 00:00:00;   135
07.05.1978 00:00:00;   137
08.05.1978 00:00:00;   171
09.05.1978 00:00:00;   163
10.05.1978 00:00:00;   152
11.05.1978 00:00:00;   145
12.05.1978 00:00:00;   141
13.05.1978 00:00:00;   148
14.05.1978 00:00:00;   143
15.05.1978 00:00:00;   141
16.05.1978 00:00:00;   139
17.05.1978 00:00:00;   138
18.05.1978 00:00:00;   137
19.05.1978 00:00:00;   146
20.05.1978 00:00:00;   174
21.05.1978 00:00:00;   147
22.05.1978 00:00:00;   143
23.05.1978 00:00:00;   142
24.05.1978 00:00:00;   141
25.05.1978 00:00:00;   142
26.05.1978 00:00:00;   143
27.05.1978 00:00:00;   141
28.05.1978 00:00:00;   140
29.05.1978 00:00:00;   140
30.05.1978 00:00:00;   139
31.05.1978 00:00:00;   138
01.06.1978 00:00:00;   137
02.06.1978 00:00:00;   135
03.06.1978 00:00:00;   134
04.06.1978 00:00:00;   134
05.06.1978 00:00:00;   133
06.06.1978 00:00:00;   133
07.06.1978 00:00:00;   132
08.06.1978 00:00:00;   136
09.06.1978 00:00:00;   138
10.06.1978 00:00:00;   136
11.06.1978 00:00:00;   133
12.06.1978 00:00:00;   132
13.06.1978 00:00:00;   132
14.06.1978 00:00:00;   133
15.06.1978 00:00:00;   133
16.06.1978 00:00:00;   131
17.06.1978 00:00:00;   131
18.06.1978 00:00:00;   159
19.06.1978 00:00:00;   142
20.06.1978 00:00:00;   134
21.06.1978 00:00:00;   135
22.06.1978 00:00:00;   133
23.06.1978 00:00:00;   132
24.06.1978 00:00:00;   143
25.06.1978 00:00:00;   143
26.06.1978 00:00:00;   138
27.06.1978 00:00:00;   139
28.06.1978 00:00:00;   137
29.06.1978 00:00:00;   135
30.06.1978 00:00:00;   134
01.07.1978 00:00:00;   133
02.07.1978 00:00:00;   132
03.07.1978 00:00:00;   132
04.07.1978 00:00:00;   136
05.07.1978 00:00:00;   155
06.07.1978 00:00:00;   141
07.07.1978 00:00:00;   136
08.07.1978 00:00:00;   141
09.07.1978 00:00:00;   191
10.07.1978 00:00:00;   176
11.07.1978 00:00:00;   153
12.07.1978 00:00:00;   145
13.07.1978 00:00:00;   143
14.07.1978 00:00:00;   139
15.07.1978 00:00:00;   138
16.07.1978 00:00:00;   137
17.07.1978 00:00:00;   136
18.07.1978 00:00:00;   135
19.07.1978 00:00:00;   135
20.07.1978 00:00:00;   143
21.07.1978 00:00:00;   144
22.07.1978 00:00:00;   148
23.07.1978 00:00:00;   139
24.07.1978 00:00:00;   135
25.07.1978 00:00:00;   134
26.07.1978 00:00:00;   132
27.07.1978 00:00:00;   132
28.07.1978 00:00:00;   131
29.07.1978 00:00:00;   130
30.07.1978 00:00:00;   129
31.07.1978 00:00:00;   129
01.08.1978 00:00:00;   129
02.08.1978 00:00:00;   129
03.08.1978 00:00:00;   129
04.08.1978 00:00:00;   129
05.08.1978 00:00:00;   128
06.08.1978 00:00:00;   127
07.08.1978 00:00:00;   132
08.08.1978 00:00:00;   162
09.08.1978 00:00:00;   163
10.08.1978 00:00:00;   142
11.08.1978 00:00:00;   140
12.08.1978 00:00:00;   139
13.08.1978 00:00:00;   135
14.08.1978 00:00:00;   133
15.08.1978 00:00:00;   132
16.08.1978 00:00:00;   134
17.08.1978 00:00:00;   159
18.08.1978 00:00:00;   140
19.08.1978 00:00:00;   135
20.08.1978 00:00:00;   133
21.08.1978 00:00:00;   131
22.08.1978 00:00:00;   130
23.08.1978 00:00:00;   128
24.08.1978 00:00:00;   128
25.08.1978 00:00:00;   129
26.08.1978 00:00:00;   128
27.08.1978 00:00:00;   128
28.08.1978 00:00:00;   128
29.08.1978 00:00:00;   127
30.08.1978 00:00:00;   130
31.08.1978 00:00:00;   134
01.09.1978 00:00:00;   150
02.09.1978 00:00:00;   158
03.09.1978 00:00:00;   146
04.09.1978 00:00:00;   138
05.09.1978 00:00:00;   135
06.09.1978 00:00:00;   133
07.09.1978 00:00:00;   139
08.09.1978 00:00:00;   142
09.09.1978 00:00:00;   137
10.09.1978 00:00:00;   136
11.09.1978 00:00:00;   134
12.09.1978 00:00:00;   147
13.09.1978 00:00:00;   142
14.09.1978 00:00:00;   137
15.09.1978 00:00:00;   134
16.09.1978 00:00:00;   133
17.09.1978 00:00:00;   132
18.09.1978 00:00:00;   132
19.09.1978 00:00:00;   132
20.09.1978 00:00:00;   131
21.09.1978 00:00:00;   132
22.09.1978 00:00:00;   133
23.09.1978 00:00:00;   165
24.09.1978 00:00:00;   148
25.09.1978 00:00:00;   140
26.09.1978 00:00:00;   137
27.09.1978 00:00:00;   138
28.09.1978 00:00:00;   144
29.09.1978 00:00:00;   175
30.09.1978 00:00:00;   160
01.10.1978 00:00:00;   153
02.10.1978 00:00:00;   147
03.10.1978 00:00:00;   144
04.10.1978 00:00:00;   145
05.10.1978 00:00:00;   159
06.10.1978 00:00:00;   151
07.10.1978 00:00:00;   146
08.10.1978 00:00:00;   143
09.10.1978 00:00:00;   142
10.10.1978 00:00:00;   141
11.10.1978 00:00:00;   140
12.10.1978 00:00:00;   139
13.10.1978 00:00:00;   138
14.10.1978 00:00:00;   138
15.10.1978 00:00:00;   137
16.10.1978 00:00:00;   138
17.10.1978 00:00:00;   138
18.10.1978 00:00:00;   138
19.10.1978 00:00:00;   138
20.10.1978 00:00:00;   137
21.10.1978 00:00:00;   138
22.10.1978 00:00:00;   138
23.10.1978 00:00:00;   147
24.10.1978 00:00:00;   138
25.10.1978 00:00:00;   139
26.10.1978 00:00:00;   158
27.10.1978 00:00:00;   143
28.10.1978 00:00:00;   139
29.10.1978 00:00:00;   138
30.10.1978 00:00:00;   137
31.10.1978 00:00:00;   136
01.11.1978 00:00:00;   136
02.11.1978 00:00:00;   135
03.11.1978 00:00:00;   134
04.11.1978 00:00:00;   134
05.11.1978 00:00:00;   134
06.11.1978 00:00:00;   134
07.11.1978 00:00:00;   133
08.11.1978 00:00:00;   133
09.11.1978 00:00:00;   132
10.11.1978 00:00:00;   132
11.11.1978 00:00:00;   133
12.11.1978 00:00:00;   132
13.11.1978 00:00:00;   133
14.11.1978 00:00:00;   132
15.11.1978 00:00:00;   131
16.11.1978 00:00:00;   132
17.11.1978 00:00:00;   133
18.11.1978 00:00:00;   132
19.11.1978 00:00:00;   131
20.11.1978 00:00:00;   132
21.11.1978 00:00:00;   132
22.11.1978 00:00:00;   132
23.11.1978 00:00:00;   132
24.11.1978 00:00:00;   132
25.11.1978 00:00:00;   131
26.11.1978 00:00:00;   131
27.11.1978 00:00:00;   132
28.11.1978 00:00:00;   131
29.11.1978 00:00:00;   131
30.11.1978 00:00:00;   131
01.12.1978 00:00:00;   131
02.12.1978 00:00:00;   130
03.12.1978 00:00:00;   130
04.12.1978 00:00:00;   130
05.12.1978 00:00:00;   130
06.12.1978 00:00:00;   130
07.12.1978 00:00:00;   130
08.12.1978 00:00:00;   130
09.12.1978 00:00:00;   133
10.12.1978 00:00:00;   159
11.12.1978 00:00:00;   149
12.12.1978 00:00:00;   143
13.12.1978 00:00:00;   142
14.12.1978 00:00:00;   153
15.12.1978 00:00:00;   162
16.12.1978 00:00:00;   155
17.12.1978 00:00:00;   145
18.12.1978 00:00:00;   141
19.12.1978 00:00:00;   140
20.12.1978 00:00:00;   138
21.12.1978 00:00:00;   137
22.12.1978 00:00:00;   136
23.12.1978 00:00:00;   136
24.12.1978 00:00:00;   134
25.12.1978 00:00:00;   134
26.12.1978 00:00:00;   134
27.12.1978 00:00:00;   134
28.12.1978 00:00:00;   135
29.12.1978 00:00:00;   176
30.12.1978 00:00:00;   193
31.12.1978 00:00:00;   178
01.01.1979 00:00:00;   157
02.01.1979 00:00:00;   152
03.01.1979 00:00:00;   152
04.01.1979 00:00:00;   151
05.01.1979 00:00:00;   150
06.01.1979 00:00:00;   145
07.01.1979 00:00:00;   142
08.01.1979 00:00:00;   140
09.01.1979 00:00:00;   139
10.01.1979 00:00:00;   138
11.01.1979 00:00:00;   137
12.01.1979 00:00:00;   136
13.01.1979 00:00:00;   135
14.01.1979 00:00:00;   134
15.01.1979 00:00:00;   135
16.01.1979 00:00:00;   135
17.01.1979 00:00:00;   134
18.01.1979 00:00:00;   134
19.01.1979 00:00:00;   134
20.01.1979 00:00:00;   134
21.01.1979 00:00:00;   134
22.01.1979 00:00:00;   134
23.01.1979 00:00:00;   135
24.01.1979 00:00:00;   134
25.01.1979 00:00:00;   134
26.01.1979 00:00:00;   133
27.01.1979 00:00:00;   133
28.01.1979 00:00:00;   134
29.01.1979 00:00:00;   138
30.01.1979 00:00:00;   135
31.01.1979 00:00:00;   134
01.02.1979 00:00:00;   134
02.02.1979 00:00:00;   141
03.02.1979 00:00:00;   169
04.02.1979 00:00:00;   146
05.02.1979 00:00:00;   142
06.02.1979 00:00:00;   142
07.02.1979 00:00:00;   140
08.02.1979 00:00:00;   146
09.02.1979 00:00:00;   150
10.02.1979 00:00:00;   142
11.02.1979 00:00:00;   140
12.02.1979 00:00:00;   140
13.02.1979 00:00:00;   139
14.02.1979 00:00:00;   140
15.02.1979 00:00:00;   141
16.02.1979 00:00:00;   144
17.02.1979 00:00:00;   151
18.02.1979 00:00:00;   151
19.02.1979 00:00:00;   146
20.02.1979 00:00:00;   143
21.02.1979 00:00:00;   141
22.02.1979 00:00:00;   140
23.02.1979 00:00:00;   139
24.02.1979 00:00:00;   138
25.02.1979 00:00:00;   136
26.02.1979 00:00:00;   135
27.02.1979 00:00:00;   131
28.02.1979 00:00:00;   130
01.03.1979 00:00:00;   130
02.03.1979 00:00:00;   130
03.03.1979 00:00:00;   131
04.03.1979 00:00:00;   134
05.03.1979 00:00:00;   141
06.03.1979 00:00:00;   143
07.03.1979 00:00:00;   145
08.03.1979 00:00:00;   148
09.03.1979 00:00:00;   140
10.03.1979 00:00:00;   154
11.03.1979 00:00:00;   143
12.03.1979 00:00:00;   232
13.03.1979 00:00:00;   181
14.03.1979 00:00:00;   166
15.03.1979 00:00:00;   164
16.03.1979 00:00:00;   162
17.03.1979 00:00:00;   159
18.03.1979 00:00:00;   157
19.03.1979 00:00:00;   158
20.03.1979 00:00:00;   153
21.03.1979 00:00:00;   151
22.03.1979 00:00:00;   149
23.03.1979 00:00:00;   147
24.03.1979 00:00:00;   145
25.03.1979 00:00:00;   144
26.03.1979 00:00:00;   144
27.03.1979 00:00:00;   146
28.03.1979 00:00:00;   143
29.03.1979 00:00:00;   144
30.03.1979 00:00:00;   148
31.03.1979 00:00:00;   150
01.04.1979 00:00:00;   147
02.04.1979 00:00:00;   148
03.04.1979 00:00:00;   152
04.04.1979 00:00:00;   154
05.04.1979 00:00:00;   151
06.04.1979 00:00:00;   156
07.04.1979 00:00:00;   156
08.04.1979 00:00:00;   151
09.04.1979 00:00:00;   154
10.04.1979 00:00:00;   168
11.04.1979 00:00:00;   183
12.04.1979 00:00:00;   177
13.04.1979 00:00:00;   178
14.04.1979 00:00:00;   176
15.04.1979 00:00:00;   169
16.04.1979 00:00:00;   166
17.04.1979 00:00:00;   167
18.04.1979 00:00:00;   168
19.04.1979 00:00:00;   162
20.04.1979 00:00:00;   159
21.04.1979 00:00:00;   157
22.04.1979 00:00:00;   157
23.04.1979 00:00:00;   155
24.04.1979 00:00:00;   154
25.04.1979 00:00:00;   155
26.04.1979 00:00:00;   153
27.04.1979 00:00:00;   153
28.04.1979 00:00:00;   153
29.04.1979 00:00:00;   150
30.04.1979 00:00:00;   150
01.05.1979 00:00:00;   155
02.05.1979 00:00:00;   164
03.05.1979 00:00:00;   162
04.05.1979 00:00:00;   157
05.05.1979 00:00:00;   153
06.05.1979 00:00:00;   149
07.05.1979 00:00:00;   147
08.05.1979 00:00:00;   146
09.05.1979 00:00:00;   145
10.05.1979 00:00:00;   144
11.05.1979 00:00:00;   143
12.05.1979 00:00:00;   148
13.05.1979 00:00:00;   145
14.05.1979 00:00:00;   143
15.05.1979 00:00:00;   141
16.05.1979 00:00:00;   139
17.05.1979 00:00:00;   139
18.05.1979 00:00:00;   140
19.05.1979 00:00:00;   138
20.05.1979 00:00:00;   136
21.05.1979 00:00:00;   137
22.05.1979 00:00:00;   137
23.05.1979 00:00:00;   136
24.05.1979 00:00:00;   136
25.05.1979 00:00:00;   135
26.05.1979 00:00:00;   134
27.05.1979 00:00:00;   134
28.05.1979 00:00:00;   135
29.05.1979 00:00:00;   134
30.05.1979 00:00:00;   133
31.05.1979 00:00:00;   132
01.06.1979 00:00:00;   132
02.06.1979 00:00:00;   132
03.06.1979 00:00:00;   132
04.06.1979 00:00:00;   133
05.06.1979 00:00:00;   133
06.06.1979 00:00:00;   133
07.06.1979 00:00:00;   135
08.06.1979 00:00:00;   133
09.06.1979 00:00:00;   131
10.06.1979 00:00:00;   130
11.06.1979 00:00:00;   130
12.06.1979 00:00:00;   129
13.06.1979 00:00:00;   132
14.06.1979 00:00:00;   142
15.06.1979 00:00:00;   133
16.06.1979 00:00:00;   138
17.06.1979 00:00:00;   161
18.06.1979 00:00:00;   168
19.06.1979 00:00:00;   175
20.06.1979 00:00:00;   157
21.06.1979 00:00:00;   144
22.06.1979 00:00:00;   139
23.06.1979 00:00:00;   137
24.06.1979 00:00:00;   141
25.06.1979 00:00:00;   135
26.06.1979 00:00:00;   134
27.06.1979 00:00:00;   132
28.06.1979 00:00:00;   137
29.06.1979 00:00:00;   133
30.06.1979 00:00:00;   132
01.07.1979 00:00:00;   130
02.07.1979 00:00:00;   131
03.07.1979 00:00:00;   132
04.07.1979 00:00:00;   135
05.07.1979 00:00:00;   134
06.07.1979 00:00:00;   132
07.07.1979 00:00:00;   131
08.07.1979 00:00:00;   138
09.07.1979 00:00:00;   141
10.07.1979 00:00:00;   145
11.07.1979 00:00:00;   135
12.07.1979 00:00:00;   133
13.07.1979 00:00:00;   134
14.07.1979 00:00:00;   155
15.07.1979 00:00:00;   147
16.07.1979 00:00:00;   138
17.07.1979 00:00:00;   137
18.07.1979 00:00:00;   139
19.07.1979 00:00:00;   135
20.07.1979 00:00:00;   133
21.07.1979 00:00:00;   132
22.07.1979 00:00:00;   132
23.07.1979 00:00:00;   131
24.07.1979 00:00:00;   131
25.07.1979 00:00:00;   131
26.07.1979 00:00:00;   130
27.07.1979 00:00:00;   130
28.07.1979 00:00:00;   133
29.07.1979 00:00:00;   133
30.07.1979 00:00:00;   135
31.07.1979 00:00:00;   132
01.08.1979 00:00:00;   131
02.08.1979 00:00:00;   130
03.08.1979 00:00:00;   130
04.08.1979 00:00:00;   135
05.08.1979 00:00:00;   135
06.08.1979 00:00:00;   130
07.08.1979 00:00:00;   129
08.08.1979 00:00:00;   130
09.08.1979 00:00:00;   137
10.08.1979 00:00:00;   147
11.08.1979 00:00:00;   142
12.08.1979 00:00:00;   151
13.08.1979 00:00:00;   143
14.08.1979 00:00:00;   137
15.08.1979 00:00:00;   134
16.08.1979 00:00:00;   132
17.08.1979 00:00:00;   132
18.08.1979 00:00:00;   132
19.08.1979 00:00:00;   132
20.08.1979 00:00:00;   133
21.08.1979 00:00:00;   131
22.08.1979 00:00:00;   130
23.08.1979 00:00:00;   132
24.08.1979 00:00:00;   173
25.08.1979 00:00:00;   179
26.08.1979 00:00:00;   151
27.08.1979 00:00:00;   144
28.08.1979 00:00:00;   140
29.08.1979 00:00:00;   138
30.08.1979 00:00:00;   137
31.08.1979 00:00:00;   135
01.09.1979 00:00:00;   134
02.09.1979 00:00:00;   133
03.09.1979 00:00:00;   134
04.09.1979 00:00:00;   143
05.09.1979 00:00:00;   137
06.09.1979 00:00:00;   135
07.09.1979 00:00:00;   134
08.09.1979 00:00:00;   132
09.09.1979 00:00:00;   132
10.09.1979 00:00:00;   132
11.09.1979 00:00:00;   131
12.09.1979 00:00:00;   129
13.09.1979 00:00:00;   128
14.09.1979 00:00:00;   128
15.09.1979 00:00:00;   127
16.09.1979 00:00:00;   127
17.09.1979 00:00:00;   127
18.09.1979 00:00:00;   127
19.09.1979 00:00:00;   127
20.09.1979 00:00:00;   126
21.09.1979 00:00:00;   131
22.09.1979 00:00:00;   137
23.09.1979 00:00:00;   137
24.09.1979 00:00:00;   158
25.09.1979 00:00:00;   157
26.09.1979 00:00:00;   139
27.09.1979 00:00:00;   134
28.09.1979 00:00:00;   132
29.09.1979 00:00:00;   131
30.09.1979 00:00:00;   130
01.10.1979 00:00:00;   129
02.10.1979 00:00:00;   128
03.10.1979 00:00:00;   128
04.10.1979 00:00:00;   127
05.10.1979 00:00:00;   127
06.10.1979 00:00:00;   128
07.10.1979 00:00:00;   128
08.10.1979 00:00:00;   128
09.10.1979 00:00:00;   128
10.10.1979 00:00:00;   127
11.10.1979 00:00:00;   127
12.10.1979 00:00:00;   127
13.10.1979 00:00:00;   127
14.10.1979 00:00:00;   127
15.10.1979 00:00:00;   128
16.10.1979 00:00:00;   128
17.10.1979 00:00:00;   128
18.10.1979 00:00:00;   133
19.10.1979 00:00:00;   133
20.10.1979 00:00:00;   129
21.10.1979 00:00:00;   128
22.10.1979 00:00:00;   128
23.10.1979 00:00:00;   129
24.10.1979 00:00:00;   129
25.10.1979 00:00:00;   128
26.10.1979 00:00:00;   128
27.10.1979 00:00:00;   128
28.10.1979 00:00:00;   128
29.10.1979 00:00:00;   129
30.10.1979 00:00:00;   129
31.10.1979 00:00:00;   129
01.11.1979 00:00:00;   129
02.11.1979 00:00:00;   129
03.11.1979 00:00:00;   129
04.11.1979 00:00:00;   129
05.11.1979 00:00:00;   130
06.11.1979 00:00:00;   143
07.11.1979 00:00:00;   147
08.11.1979 00:00:00;   173
09.11.1979 00:00:00;   151
10.11.1979 00:00:00;   144
11.11.1979 00:00:00;   140
12.11.1979 00:00:00;   136
13.11.1979 00:00:00;   134
14.11.1979 00:00:00;   134
15.11.1979 00:00:00;   135
16.11.1979 00:00:00;   134
17.11.1979 00:00:00;   135
18.11.1979 00:00:00;   136
19.11.1979 00:00:00;   135
20.11.1979 00:00:00;   135
21.11.1979 00:00:00;   134
22.11.1979 00:00:00;   134
23.11.1979 00:00:00;   134
24.11.1979 00:00:00;   134
25.11.1979 00:00:00;   133
26.11.1979 00:00:00;   133
27.11.1979 00:00:00;   148
28.11.1979 00:00:00;   166
29.11.1979 00:00:00;   161
30.11.1979 00:00:00;   149
01.12.1979 00:00:00;   148
02.12.1979 00:00:00;   158
03.12.1979 00:00:00;   147
04.12.1979 00:00:00;   144
05.12.1979 00:00:00;   141
06.12.1979 00:00:00;   144
07.12.1979 00:00:00;   149
08.12.1979 00:00:00;   145
09.12.1979 00:00:00;   145
10.12.1979 00:00:00;   158
11.12.1979 00:00:00;   196
12.12.1979 00:00:00;   191
13.12.1979 00:00:00;   161
14.12.1979 00:00:00;   156
15.12.1979 00:00:00;   164
16.12.1979 00:00:00;   164
17.12.1979 00:00:00;   161
18.12.1979 00:00:00;   174
19.12.1979 00:00:00;   158
20.12.1979 00:00:00;   154
21.12.1979 00:00:00;   151
22.12.1979 00:00:00;   151
23.12.1979 00:00:00;   152
24.12.1979 00:00:00;   149
25.12.1979 00:00:00;   148
26.12.1979 00:00:00;   147
27.12.1979 00:00:00;   146
28.12.1979 00:00:00;   145
29.12.1979 00:00:00;   144
30.12.1979 00:00:00;   144
31.12.1979 00:00:00;   144
01.01.1980 00:00:00;   144
02.01.1980 00:00:00;   143
03.01.1980 00:00:00;   142
04.01.1980 00:00:00;   140
05.01.1980 00:00:00;   143
06.01.1980 00:00:00;   140
07.01.1980 00:00:00;   138
08.01.1980 00:00:00;   138
09.01.1980 00:00:00;   137
10.01.1980 00:00:00;   137
11.01.1980 00:00:00;   136
12.01.1980 00:00:00;   134
13.01.1980 00:00:00;   134
14.01.1980 00:00:00;   134
15.01.1980 00:00:00;   133
16.01.1980 00:00:00;   133
17.01.1980 00:00:00;   133
18.01.1980 00:00:00;   133
19.01.1980 00:00:00;   132
20.01.1980 00:00:00;   132
21.01.1980 00:00:00;   132
22.01.1980 00:00:00;   132
23.01.1980 00:00:00;   132
24.01.1980 00:00:00;   132
25.01.1980 00:00:00;   132
26.01.1980 00:00:00;   133
27.01.1980 00:00:00;   132
28.01.1980 00:00:00;   132
29.01.1980 00:00:00;   132
30.01.1980 00:00:00;   132
31.01.1980 00:00:00;   142
01.02.1980 00:00:00;   143
02.02.1980 00:00:00;   139
03.02.1980 00:00:00;   141
04.02.1980 00:00:00;   156
05.02.1980 00:00:00;   162
06.02.1980 00:00:00;   202
07.02.1980 00:00:00;   169
08.02.1980 00:00:00;   163
09.02.1980 00:00:00;   158
10.02.1980 00:00:00;   154
11.02.1980 00:00:00;   158
12.02.1980 00:00:00;   156
13.02.1980 00:00:00;   152
14.02.1980 00:00:00;   149
15.02.1980 00:00:00;   146
16.02.1980 00:00:00;   144
17.02.1980 00:00:00;   144
18.02.1980 00:00:00;   143
19.02.1980 00:00:00;   141
20.02.1980 00:00:00;   140
21.02.1980 00:00:00;   140
22.02.1980 00:00:00;   140
23.02.1980 00:00:00;   140
24.02.1980 00:00:00;   140
25.02.1980 00:00:00;   141
26.02.1980 00:00:00;   140
27.02.1980 00:00:00;   140
28.02.1980 00:00:00;   139
29.02.1980 00:00:00;   137
01.03.1980 00:00:00;   137
02.03.1980 00:00:00;   141
03.03.1980 00:00:00;   140
04.03.1980 00:00:00;   139
05.03.1980 00:00:00;   138
06.03.1980 00:00:00;   138
07.03.1980 00:00:00;   140
08.03.1980 00:00:00;   146
09.03.1980 00:00:00;   146
10.03.1980 00:00:00;   144
11.03.1980 00:00:00;   143
12.03.1980 00:00:00;   143
13.03.1980 00:00:00;   142
14.03.1980 00:00:00;   146
15.03.1980 00:00:00;   150
16.03.1980 00:00:00;   151
17.03.1980 00:00:00;   146
18.03.1980 00:00:00;   142
19.03.1980 00:00:00;   141
20.03.1980 00:00:00;   140
21.03.1980 00:00:00;   138
22.03.1980 00:00:00;   137
23.03.1980 00:00:00;   137
24.03.1980 00:00:00;   137
25.03.1980 00:00:00;   137
26.03.1980 00:00:00;   137
27.03.1980 00:00:00;   140
28.03.1980 00:00:00;   161
29.03.1980 00:00:00;   152
30.03.1980 00:00:00;   149
31.03.1980 00:00:00;   150
01.04.1980 00:00:00;   170
02.04.1980 00:00:00;   181
03.04.1980 00:00:00;   161
04.04.1980 00:00:00;   158
05.04.1980 00:00:00;   154
06.04.1980 00:00:00;   153
07.04.1980 00:00:00;   153
08.04.1980 00:00:00;   160
09.04.1980 00:00:00;   157
10.04.1980 00:00:00;   155
11.04.1980 00:00:00;   155
12.04.1980 00:00:00;   153
13.04.1980 00:00:00;   151
14.04.1980 00:00:00;   149
15.04.1980 00:00:00;   147
16.04.1980 00:00:00;   146
17.04.1980 00:00:00;   144
18.04.1980 00:00:00;   144
19.04.1980 00:00:00;   148
20.04.1980 00:00:00;   149
21.04.1980 00:00:00;   146
22.04.1980 00:00:00;   144
23.04.1980 00:00:00;   145
24.04.1980 00:00:00;   146
25.04.1980 00:00:00;   146
26.04.1980 00:00:00;   146
27.04.1980 00:00:00;   153
28.04.1980 00:00:00;   163
29.04.1980 00:00:00;   176
30.04.1980 00:00:00;   180
01.05.1980 00:00:00;   170
02.05.1980 00:00:00;   161
03.05.1980 00:00:00;   157
04.05.1980 00:00:00;   154
05.05.1980 00:00:00;   152
06.05.1980 00:00:00;   150
07.05.1980 00:00:00;   147
08.05.1980 00:00:00;   145
09.05.1980 00:00:00;   159
10.05.1980 00:00:00;   150
11.05.1980 00:00:00;   146
12.05.1980 00:00:00;   143
13.05.1980 00:00:00;   141
14.05.1980 00:00:00;   140
15.05.1980 00:00:00;   139
16.05.1980 00:00:00;   139
17.05.1980 00:00:00;   139
18.05.1980 00:00:00;   140
19.05.1980 00:00:00;   140
20.05.1980 00:00:00;   140
21.05.1980 00:00:00;   140
22.05.1980 00:00:00;   139
23.05.1980 00:00:00;   137
24.05.1980 00:00:00;   136
25.05.1980 00:00:00;   136
26.05.1980 00:00:00;   135
27.05.1980 00:00:00;   134
28.05.1980 00:00:00;   134
29.05.1980 00:00:00;   135
30.05.1980 00:00:00;   133
31.05.1980 00:00:00;   133
01.06.1980 00:00:00;   134
02.06.1980 00:00:00;   134
03.06.1980 00:00:00;   133
04.06.1980 00:00:00;   132
05.06.1980 00:00:00;   137
06.06.1980 00:00:00;   133
07.06.1980 00:00:00;   134
08.06.1980 00:00:00;   137
09.06.1980 00:00:00;   133
10.06.1980 00:00:00;   133
11.06.1980 00:00:00;   150
12.06.1980 00:00:00;   134
13.06.1980 00:00:00;   129
14.06.1980 00:00:00;   128
15.06.1980 00:00:00;   128
16.06.1980 00:00:00;   128
17.06.1980 00:00:00;   127
18.06.1980 00:00:00;   142
19.06.1980 00:00:00;   132
20.06.1980 00:00:00;   135
