Messstelle:                ;Kleinstetteldorf
23.04.1991 00:00:00;   115
24.04.1991 00:00:00;   115
25.04.1991 00:00:00;   115
26.04.1991 00:00:00;   115
27.04.1991 00:00:00;   115
28.04.1991 00:00:00;   115
29.04.1991 00:00:00;   115
30.04.1991 00:00:00;   115
01.05.1991 00:00:00;   115
02.05.1991 00:00:00;   116
03.05.1991 00:00:00;   117
04.05.1991 00:00:00;   121
05.05.1991 00:00:00;   120
06.05.1991 00:00:00;   122
07.05.1991 00:00:00;   120
08.05.1991 00:00:00;   118
09.05.1991 00:00:00;   118
10.05.1991 00:00:00;   117
11.05.1991 00:00:00;   117
12.05.1991 00:00:00;   117
13.05.1991 00:00:00;   117
14.05.1991 00:00:00;   117
15.05.1991 00:00:00;   116
16.05.1991 00:00:00;   116
17.05.1991 00:00:00;   123
18.05.1991 00:00:00;   154
19.05.1991 00:00:00;   155
20.05.1991 00:00:00;   147
21.05.1991 00:00:00;   142
22.05.1991 00:00:00;   137
23.05.1991 00:00:00;   132
24.05.1991 00:00:00;   127
25.05.1991 00:00:00;   123
26.05.1991 00:00:00;   122
27.05.1991 00:00:00;   120
28.05.1991 00:00:00;   120
29.05.1991 00:00:00;   120
30.05.1991 00:00:00;   119
31.05.1991 00:00:00;   120
01.06.1991 00:00:00;   121
02.06.1991 00:00:00;   121
03.06.1991 00:00:00;   122
04.06.1991 00:00:00;   123
05.06.1991 00:00:00;   123
06.06.1991 00:00:00;   122
07.06.1991 00:00:00;   120
08.06.1991 00:00:00;   118
09.06.1991 00:00:00;   118
10.06.1991 00:00:00;   119
11.06.1991 00:00:00;   119
12.06.1991 00:00:00;   119
13.06.1991 00:00:00;   119
14.06.1991 00:00:00;   125
15.06.1991 00:00:00;   120
16.06.1991 00:00:00;   120
17.06.1991 00:00:00;   120
18.06.1991 00:00:00;   119
19.06.1991 00:00:00;   119
20.06.1991 00:00:00;   119
21.06.1991 00:00:00;   119
22.06.1991 00:00:00;   118
23.06.1991 00:00:00;   118
24.06.1991 00:00:00;   118
25.06.1991 00:00:00;   118
26.06.1991 00:00:00;   118
27.06.1991 00:00:00;   118
28.06.1991 00:00:00;   118
29.06.1991 00:00:00;   118
30.06.1991 00:00:00;   118
01.07.1991 00:00:00;   119
02.07.1991 00:00:00;   120
03.07.1991 00:00:00;   119
04.07.1991 00:00:00;   119
05.07.1991 00:00:00;   117
06.07.1991 00:00:00;   117
07.07.1991 00:00:00;   117
08.07.1991 00:00:00;   117
09.07.1991 00:00:00;   117
10.07.1991 00:00:00;   117
11.07.1991 00:00:00;   118
12.07.1991 00:00:00;   118
13.07.1991 00:00:00;   118
14.07.1991 00:00:00;   118
15.07.1991 00:00:00;   117
16.07.1991 00:00:00;   119
17.07.1991 00:00:00;   120
18.07.1991 00:00:00;   125
19.07.1991 00:00:00;   123
20.07.1991 00:00:00;   122
21.07.1991 00:00:00;   122
22.07.1991 00:00:00;   122
23.07.1991 00:00:00;   122
24.07.1991 00:00:00;   121
25.07.1991 00:00:00;   121
26.07.1991 00:00:00;   119
27.07.1991 00:00:00;   120
28.07.1991 00:00:00;   123
29.07.1991 00:00:00;   122
30.07.1991 00:00:00;   120
31.07.1991 00:00:00;   119
01.08.1991 00:00:00;   120
02.08.1991 00:00:00;   129
03.08.1991 00:00:00;   127
04.08.1991 00:00:00;   123
05.08.1991 00:00:00;   121
06.08.1991 00:00:00;   122
07.08.1991 00:00:00;   121
08.08.1991 00:00:00;   119
09.08.1991 00:00:00;   118
10.08.1991 00:00:00;   118
11.08.1991 00:00:00;   118
12.08.1991 00:00:00;   118
13.08.1991 00:00:00;   118
14.08.1991 00:00:00;   118
15.08.1991 00:00:00;   118
16.08.1991 00:00:00;   118
17.08.1991 00:00:00;   119
18.08.1991 00:00:00;   119
19.08.1991 00:00:00;   119
20.08.1991 00:00:00;   120
21.08.1991 00:00:00;   120
22.08.1991 00:00:00;   120
23.08.1991 00:00:00;   120
24.08.1991 00:00:00;   121
25.08.1991 00:00:00;   121
26.08.1991 00:00:00;   121
27.08.1991 00:00:00;   122
28.08.1991 00:00:00;   122
29.08.1991 00:00:00;   121
30.08.1991 00:00:00;   118
31.08.1991 00:00:00;   118
01.09.1991 00:00:00;   118
02.09.1991 00:00:00;   118
03.09.1991 00:00:00;   118
04.09.1991 00:00:00;   117
05.09.1991 00:00:00;   117
06.09.1991 00:00:00;   117
07.09.1991 00:00:00;   117
08.09.1991 00:00:00;   117
09.09.1991 00:00:00;   117
10.09.1991 00:00:00;   117
11.09.1991 00:00:00;   117
12.09.1991 00:00:00;   115
13.09.1991 00:00:00;   115
14.09.1991 00:00:00;   115
15.09.1991 00:00:00;   116
16.09.1991 00:00:00;   116
17.09.1991 00:00:00;   116
18.09.1991 00:00:00;   116
19.09.1991 00:00:00;   116
20.09.1991 00:00:00;   117
21.09.1991 00:00:00;   117
22.09.1991 00:00:00;   117
23.09.1991 00:00:00;   117
24.09.1991 00:00:00;   117
25.09.1991 00:00:00;   117
26.09.1991 00:00:00;   117
27.09.1991 00:00:00;   117
28.09.1991 00:00:00;   117
29.09.1991 00:00:00;   117
30.09.1991 00:00:00;   117
01.10.1991 00:00:00;   119
02.10.1991 00:00:00;   119
03.10.1991 00:00:00;   119
04.10.1991 00:00:00;   119
05.10.1991 00:00:00;   119
06.10.1991 00:00:00;   119
07.10.1991 00:00:00;   119
08.10.1991 00:00:00;   119
09.10.1991 00:00:00;   119
10.10.1991 00:00:00;   119
11.10.1991 00:00:00;   119
12.10.1991 00:00:00;   119
13.10.1991 00:00:00;   119
14.10.1991 00:00:00;   119
15.10.1991 00:00:00;   119
16.10.1991 00:00:00;   117
17.10.1991 00:00:00;   117
18.10.1991 00:00:00;   117
19.10.1991 00:00:00;   117
20.10.1991 00:00:00;   117
21.10.1991 00:00:00;   118
22.10.1991 00:00:00;   118
23.10.1991 00:00:00;   118
24.10.1991 00:00:00;   118
25.10.1991 00:00:00;   118
26.10.1991 00:00:00;   118
27.10.1991 00:00:00;   118
28.10.1991 00:00:00;   118
29.10.1991 00:00:00;   118
30.10.1991 00:00:00;   118
31.10.1991 00:00:00;   119
01.11.1991 00:00:00;   119
02.11.1991 00:00:00;   119
03.11.1991 00:00:00;   119
04.11.1991 00:00:00;   119
05.11.1991 00:00:00;   120
06.11.1991 00:00:00;   120
07.11.1991 00:00:00;   120
08.11.1991 00:00:00;   120
09.11.1991 00:00:00;   120
10.11.1991 00:00:00;   120
11.11.1991 00:00:00;   120
12.11.1991 00:00:00;   120
13.11.1991 00:00:00;   120
14.11.1991 00:00:00;   120
15.11.1991 00:00:00;   119
16.11.1991 00:00:00;   121
17.11.1991 00:00:00;   126
18.11.1991 00:00:00;   122
19.11.1991 00:00:00;   121
20.11.1991 00:00:00;   124
21.11.1991 00:00:00;   131
22.11.1991 00:00:00;   127
23.11.1991 00:00:00;   126
24.11.1991 00:00:00;   126
25.11.1991 00:00:00;   126
26.11.1991 00:00:00;   124
27.11.1991 00:00:00;   123
28.11.1991 00:00:00;   123
29.11.1991 00:00:00;   123
30.11.1991 00:00:00;   123
01.12.1991 00:00:00;   123
02.12.1991 00:00:00;   123
03.12.1991 00:00:00;   122
04.12.1991 00:00:00;   122
05.12.1991 00:00:00;   122
06.12.1991 00:00:00;   122
07.12.1991 00:00:00;   122
08.12.1991 00:00:00;   121
09.12.1991 00:00:00;   121
10.12.1991 00:00:00;   120
11.12.1991 00:00:00;   121
12.12.1991 00:00:00;   123
13.12.1991 00:00:00;   122
14.12.1991 00:00:00;   122
15.12.1991 00:00:00;   122
16.12.1991 00:00:00;   122
17.12.1991 00:00:00;   122
18.12.1991 00:00:00;   122
19.12.1991 00:00:00;   122
20.12.1991 00:00:00;   122
21.12.1991 00:00:00;   122
22.12.1991 00:00:00;   123
23.12.1991 00:00:00;   126
24.12.1991 00:00:00;   127
25.12.1991 00:00:00;   127
26.12.1991 00:00:00;   126
27.12.1991 00:00:00;   125
28.12.1991 00:00:00;   124
29.12.1991 00:00:00;   123
30.12.1991 00:00:00;   123
31.12.1991 00:00:00;   123
01.01.1992 00:00:00;   123
02.01.1992 00:00:00;   123
03.01.1992 00:00:00;   123
04.01.1992 00:00:00;   123
05.01.1992 00:00:00;   123
06.01.1992 00:00:00;   123
07.01.1992 00:00:00;   123
08.01.1992 00:00:00;   123
09.01.1992 00:00:00;   123
10.01.1992 00:00:00;   123
11.01.1992 00:00:00;   123
12.01.1992 00:00:00;   123
13.01.1992 00:00:00;   123
14.01.1992 00:00:00;   123
15.01.1992 00:00:00;   123
16.01.1992 00:00:00;   121
17.01.1992 00:00:00;   121
18.01.1992 00:00:00;   122
19.01.1992 00:00:00;   122
20.01.1992 00:00:00;   121
21.01.1992 00:00:00;   122
22.01.1992 00:00:00;   121
23.01.1992 00:00:00;   121
24.01.1992 00:00:00;   121
25.01.1992 00:00:00;   121
26.01.1992 00:00:00;   121
27.01.1992 00:00:00;   121
28.01.1992 00:00:00;   121
29.01.1992 00:00:00;   121
30.01.1992 00:00:00;   121
31.01.1992 00:00:00;   121
01.02.1992 00:00:00;   121
02.02.1992 00:00:00;   121
03.02.1992 00:00:00;   122
04.02.1992 00:00:00;   122
05.02.1992 00:00:00;   122
06.02.1992 00:00:00;   122
07.02.1992 00:00:00;   122
08.02.1992 00:00:00;   122
09.02.1992 00:00:00;   122
10.02.1992 00:00:00;   122
11.02.1992 00:00:00;   122
12.02.1992 00:00:00;   122
13.02.1992 00:00:00;   122
14.02.1992 00:00:00;   122
15.02.1992 00:00:00;   121
16.02.1992 00:00:00;   121
17.02.1992 00:00:00;   121
18.02.1992 00:00:00;   122
19.02.1992 00:00:00;   124
20.02.1992 00:00:00;   121
21.02.1992 00:00:00;   121
22.02.1992 00:00:00;   121
23.02.1992 00:00:00;   121
24.02.1992 00:00:00;   121
25.02.1992 00:00:00;   121
26.02.1992 00:00:00;   121
27.02.1992 00:00:00;   121
28.02.1992 00:00:00;   121
29.02.1992 00:00:00;   121
01.03.1992 00:00:00;   121
02.03.1992 00:00:00;   121
03.03.1992 00:00:00;   121
04.03.1992 00:00:00;   121
05.03.1992 00:00:00;   121
06.03.1992 00:00:00;   121
07.03.1992 00:00:00;   121
08.03.1992 00:00:00;   121
09.03.1992 00:00:00;   121
10.03.1992 00:00:00;   121
11.03.1992 00:00:00;   121
12.03.1992 00:00:00;   121
13.03.1992 00:00:00;   121
14.03.1992 00:00:00;   122
15.03.1992 00:00:00;   122
16.03.1992 00:00:00;   122
17.03.1992 00:00:00;   122
18.03.1992 00:00:00;   122
19.03.1992 00:00:00;   122
20.03.1992 00:00:00;   122
21.03.1992 00:00:00;   126
22.03.1992 00:00:00;   128
23.03.1992 00:00:00;   127
24.03.1992 00:00:00;   132
25.03.1992 00:00:00;   129
26.03.1992 00:00:00;   128
27.03.1992 00:00:00;   127
28.03.1992 00:00:00;   127
29.03.1992 00:00:00;   126
30.03.1992 00:00:00;   125
31.03.1992 00:00:00;   125
01.04.1992 00:00:00;   124
02.04.1992 00:00:00;   124
03.04.1992 00:00:00;   124
04.04.1992 00:00:00;   124
05.04.1992 00:00:00;   125
06.04.1992 00:00:00;   129
07.04.1992 00:00:00;   127
08.04.1992 00:00:00;   124
09.04.1992 00:00:00;   120
10.04.1992 00:00:00;   120
11.04.1992 00:00:00;   120
12.04.1992 00:00:00;   120
13.04.1992 00:00:00;   120
14.04.1992 00:00:00;   120
15.04.1992 00:00:00;   120
16.04.1992 00:00:00;   120
17.04.1992 00:00:00;   120
18.04.1992 00:00:00;   120
19.04.1992 00:00:00;   120
20.04.1992 00:00:00;   120
21.04.1992 00:00:00;   119
22.04.1992 00:00:00;   120
23.04.1992 00:00:00;   121
24.04.1992 00:00:00;   122
25.04.1992 00:00:00;   121
26.04.1992 00:00:00;   120
27.04.1992 00:00:00;   121
28.04.1992 00:00:00;   120
29.04.1992 00:00:00;   119
30.04.1992 00:00:00;   119
01.05.1992 00:00:00;   119
02.05.1992 00:00:00;   119
03.05.1992 00:00:00;   119
04.05.1992 00:00:00;   118
05.05.1992 00:00:00;   118
06.05.1992 00:00:00;   118
07.05.1992 00:00:00;   118
08.05.1992 00:00:00;   118
09.05.1992 00:00:00;   117
10.05.1992 00:00:00;   118
11.05.1992 00:00:00;   125
12.05.1992 00:00:00;   119
13.05.1992 00:00:00;   116
14.05.1992 00:00:00;   116
15.05.1992 00:00:00;   116
16.05.1992 00:00:00;   116
17.05.1992 00:00:00;   116
18.05.1992 00:00:00;   116
19.05.1992 00:00:00;   116
20.05.1992 00:00:00;   116
21.05.1992 00:00:00;   116
22.05.1992 00:00:00;   116
23.05.1992 00:00:00;   116
24.05.1992 00:00:00;   116
25.05.1992 00:00:00;   116
26.05.1992 00:00:00;   116
27.05.1992 00:00:00;   116
28.05.1992 00:00:00;   116
29.05.1992 00:00:00;   116
30.05.1992 00:00:00;   116
31.05.1992 00:00:00;   116
01.06.1992 00:00:00;   116
02.06.1992 00:00:00;   116
03.06.1992 00:00:00;   116
04.06.1992 00:00:00;   116
05.06.1992 00:00:00;   116
06.06.1992 00:00:00;   117
07.06.1992 00:00:00;   117
08.06.1992 00:00:00;   116
09.06.1992 00:00:00;   117
10.06.1992 00:00:00;   119
11.06.1992 00:00:00;   119
12.06.1992 00:00:00;   121
13.06.1992 00:00:00;   126
14.06.1992 00:00:00;   119
15.06.1992 00:00:00;   117
16.06.1992 00:00:00;   117
17.06.1992 00:00:00;   118
18.06.1992 00:00:00;   119
19.06.1992 00:00:00;   119
20.06.1992 00:00:00;   118
21.06.1992 00:00:00;   118
22.06.1992 00:00:00;   118
23.06.1992 00:00:00;   117
24.06.1992 00:00:00;   117
25.06.1992 00:00:00;   117
26.06.1992 00:00:00;   117
27.06.1992 00:00:00;   117
28.06.1992 00:00:00;   116
29.06.1992 00:00:00;   116
30.06.1992 00:00:00;   116
01.07.1992 00:00:00;   117
02.07.1992 00:00:00;   117
03.07.1992 00:00:00;   116
04.07.1992 00:00:00;   117
05.07.1992 00:00:00;   118
06.07.1992 00:00:00;   118
07.07.1992 00:00:00;   120
08.07.1992 00:00:00;   121
09.07.1992 00:00:00;   121
10.07.1992 00:00:00;   119
11.07.1992 00:00:00;   122
12.07.1992 00:00:00;   124
13.07.1992 00:00:00;   117
14.07.1992 00:00:00;   115
15.07.1992 00:00:00;   116
16.07.1992 00:00:00;   117
17.07.1992 00:00:00;   117
18.07.1992 00:00:00;   119
19.07.1992 00:00:00;   119
20.07.1992 00:00:00;   117
21.07.1992 00:00:00;   117
22.07.1992 00:00:00;   117
23.07.1992 00:00:00;   117
24.07.1992 00:00:00;   117
25.07.1992 00:00:00;   116
26.07.1992 00:00:00;   116
27.07.1992 00:00:00;   116
28.07.1992 00:00:00;   116
29.07.1992 00:00:00;   115
30.07.1992 00:00:00;   115
31.07.1992 00:00:00;   115
01.08.1992 00:00:00;   115
02.08.1992 00:00:00;   115
03.08.1992 00:00:00;   115
04.08.1992 00:00:00;   116
05.08.1992 00:00:00;   116
06.08.1992 00:00:00;   114
07.08.1992 00:00:00;   115
08.08.1992 00:00:00;   115
09.08.1992 00:00:00;   115
10.08.1992 00:00:00;   114
11.08.1992 00:00:00;   114
12.08.1992 00:00:00;   114
13.08.1992 00:00:00;   113
14.08.1992 00:00:00;   114
15.08.1992 00:00:00;   117
16.08.1992 00:00:00;   115
17.08.1992 00:00:00;   114
18.08.1992 00:00:00;   114
19.08.1992 00:00:00;   114
20.08.1992 00:00:00;   113
21.08.1992 00:00:00;   114
22.08.1992 00:00:00;   114
23.08.1992 00:00:00;   115
24.08.1992 00:00:00;   115
25.08.1992 00:00:00;   114
26.08.1992 00:00:00;   114
27.08.1992 00:00:00;   114
28.08.1992 00:00:00;   114
29.08.1992 00:00:00;   114
30.08.1992 00:00:00;   114
31.08.1992 00:00:00;   114
01.09.1992 00:00:00;   119
02.09.1992 00:00:00;   118
03.09.1992 00:00:00;   116
04.09.1992 00:00:00;   118
05.09.1992 00:00:00;   117
06.09.1992 00:00:00;   116
07.09.1992 00:00:00;   115
08.09.1992 00:00:00;   115
09.09.1992 00:00:00;   113
10.09.1992 00:00:00;   113
11.09.1992 00:00:00;   113
12.09.1992 00:00:00;   113
13.09.1992 00:00:00;   113
14.09.1992 00:00:00;   113
15.09.1992 00:00:00;   114
16.09.1992 00:00:00;   114
17.09.1992 00:00:00;   115
18.09.1992 00:00:00;   115
19.09.1992 00:00:00;   115
20.09.1992 00:00:00;   115
21.09.1992 00:00:00;   115
22.09.1992 00:00:00;   114
23.09.1992 00:00:00;   113
24.09.1992 00:00:00;   113
25.09.1992 00:00:00;   113
26.09.1992 00:00:00;   113
27.09.1992 00:00:00;   113
28.09.1992 00:00:00;   113
29.09.1992 00:00:00;   115
30.09.1992 00:00:00;   119
01.10.1992 00:00:00;   114
02.10.1992 00:00:00;   115
03.10.1992 00:00:00;   115
04.10.1992 00:00:00;   116
05.10.1992 00:00:00;   117
06.10.1992 00:00:00;   118
07.10.1992 00:00:00;   118
08.10.1992 00:00:00;   118
09.10.1992 00:00:00;   118
10.10.1992 00:00:00;   118
11.10.1992 00:00:00;   118
12.10.1992 00:00:00;   117
13.10.1992 00:00:00;   117
14.10.1992 00:00:00;   117
15.10.1992 00:00:00;   117
16.10.1992 00:00:00;   116
17.10.1992 00:00:00;   116
18.10.1992 00:00:00;   117
19.10.1992 00:00:00;   117
20.10.1992 00:00:00;   118
21.10.1992 00:00:00;   119
22.10.1992 00:00:00;   123
23.10.1992 00:00:00;   119
24.10.1992 00:00:00;   119
25.10.1992 00:00:00;   119
26.10.1992 00:00:00;   119
27.10.1992 00:00:00;   119
28.10.1992 00:00:00;   119
29.10.1992 00:00:00;   120
30.10.1992 00:00:00;   120
31.10.1992 00:00:00;   119
01.11.1992 00:00:00;   119
02.11.1992 00:00:00;   119
03.11.1992 00:00:00;   120
04.11.1992 00:00:00;   120
05.11.1992 00:00:00;   119
06.11.1992 00:00:00;   120
07.11.1992 00:00:00;   120
08.11.1992 00:00:00;   120
09.11.1992 00:00:00;   120
10.11.1992 00:00:00;   121
11.11.1992 00:00:00;   121
12.11.1992 00:00:00;   121
13.11.1992 00:00:00;   122
14.11.1992 00:00:00;   122
15.11.1992 00:00:00;   122
16.11.1992 00:00:00;   122
17.11.1992 00:00:00;   122
18.11.1992 00:00:00;   122
19.11.1992 00:00:00;   122
20.11.1992 00:00:00;   122
21.11.1992 00:00:00;   122
22.11.1992 00:00:00;   127
23.11.1992 00:00:00;   128
24.11.1992 00:00:00;   126
25.11.1992 00:00:00;   125
26.11.1992 00:00:00;   124
27.11.1992 00:00:00;   124
28.11.1992 00:00:00;   123
29.11.1992 00:00:00;   122
30.11.1992 00:00:00;   121
01.12.1992 00:00:00;   121
02.12.1992 00:00:00;   120
03.12.1992 00:00:00;   120
04.12.1992 00:00:00;   122
05.12.1992 00:00:00;   123
06.12.1992 00:00:00;   130
07.12.1992 00:00:00;   127
08.12.1992 00:00:00;   126
09.12.1992 00:00:00;   125
10.12.1992 00:00:00;   125
11.12.1992 00:00:00;   125
12.12.1992 00:00:00;   125
13.12.1992 00:00:00;   125
14.12.1992 00:00:00;   125
15.12.1992 00:00:00;   125
16.12.1992 00:00:00;   125
17.12.1992 00:00:00;   125
18.12.1992 00:00:00;   125
19.12.1992 00:00:00;   125
20.12.1992 00:00:00;   125
21.12.1992 00:00:00;   125
22.12.1992 00:00:00;   125
23.12.1992 00:00:00;   125
24.12.1992 00:00:00;   124
25.12.1992 00:00:00;   124
26.12.1992 00:00:00;   125
27.12.1992 00:00:00;   125
28.12.1992 00:00:00;   125
29.12.1992 00:00:00;   124
30.12.1992 00:00:00;   124
31.12.1992 00:00:00;   124
01.01.1993 00:00:00;   123
02.01.1993 00:00:00;   122
03.01.1993 00:00:00;   121
04.01.1993 00:00:00;   123
05.01.1993 00:00:00;   124
06.01.1993 00:00:00;   125
07.01.1993 00:00:00;   125
08.01.1993 00:00:00;   125
09.01.1993 00:00:00;   125
10.01.1993 00:00:00;   125
11.01.1993 00:00:00;   124
12.01.1993 00:00:00;   123
13.01.1993 00:00:00;   121
14.01.1993 00:00:00;   121
15.01.1993 00:00:00;   121
16.01.1993 00:00:00;   121
17.01.1993 00:00:00;   122
18.01.1993 00:00:00;   122
19.01.1993 00:00:00;   122
20.01.1993 00:00:00;   122
21.01.1993 00:00:00;   121
22.01.1993 00:00:00;   121
23.01.1993 00:00:00;   121
24.01.1993 00:00:00;   122
25.01.1993 00:00:00;   123
26.01.1993 00:00:00;   123
27.01.1993 00:00:00;   122
28.01.1993 00:00:00;   123
29.01.1993 00:00:00;   123
30.01.1993 00:00:00;   124
31.01.1993 00:00:00;   121
01.02.1993 00:00:00;   123
02.02.1993 00:00:00;   123
03.02.1993 00:00:00;   123
04.02.1993 00:00:00;   124
05.02.1993 00:00:00;   126
06.02.1993 00:00:00;   127
07.02.1993 00:00:00;   127
08.02.1993 00:00:00;   127
09.02.1993 00:00:00;   124
10.02.1993 00:00:00;   124
11.02.1993 00:00:00;   124
12.02.1993 00:00:00;   123
13.02.1993 00:00:00;   123
14.02.1993 00:00:00;   122
15.02.1993 00:00:00;   122
16.02.1993 00:00:00;   121
17.02.1993 00:00:00;   122
18.02.1993 00:00:00;   121
19.02.1993 00:00:00;   121
20.02.1993 00:00:00;   121
21.02.1993 00:00:00;   121
22.02.1993 00:00:00;   123
23.02.1993 00:00:00;   124
24.02.1993 00:00:00;   123
25.02.1993 00:00:00;   124
26.02.1993 00:00:00;   125
27.02.1993 00:00:00;   126
28.02.1993 00:00:00;   123
01.03.1993 00:00:00;   123
02.03.1993 00:00:00;   121
03.03.1993 00:00:00;   120
04.03.1993 00:00:00;   120
05.03.1993 00:00:00;   120
06.03.1993 00:00:00;   121
07.03.1993 00:00:00;   120
08.03.1993 00:00:00;   123
09.03.1993 00:00:00;   123
10.03.1993 00:00:00;   122
11.03.1993 00:00:00;   120
12.03.1993 00:00:00;   120
13.03.1993 00:00:00;   122
14.03.1993 00:00:00;   124
15.03.1993 00:00:00;   127
16.03.1993 00:00:00;   134
17.03.1993 00:00:00;   136
18.03.1993 00:00:00;   134
19.03.1993 00:00:00;   129
20.03.1993 00:00:00;   126
21.03.1993 00:00:00;   125
22.03.1993 00:00:00;   124
23.03.1993 00:00:00;   125
24.03.1993 00:00:00;   123
25.03.1993 00:00:00;   122
26.03.1993 00:00:00;   122
27.03.1993 00:00:00;   121
28.03.1993 00:00:00;   120
29.03.1993 00:00:00;   120
30.03.1993 00:00:00;   120
31.03.1993 00:00:00;   122
01.04.1993 00:00:00;   121
02.04.1993 00:00:00;   121
03.04.1993 00:00:00;   120
04.04.1993 00:00:00;   120
05.04.1993 00:00:00;   120
06.04.1993 00:00:00;   120
07.04.1993 00:00:00;   120
08.04.1993 00:00:00;   120
09.04.1993 00:00:00;   120
10.04.1993 00:00:00;   120
11.04.1993 00:00:00;   121
12.04.1993 00:00:00;   121
13.04.1993 00:00:00;   120
14.04.1993 00:00:00;   120
15.04.1993 00:00:00;   119
16.04.1993 00:00:00;   119
17.04.1993 00:00:00;   119
18.04.1993 00:00:00;   119
19.04.1993 00:00:00;   119
20.04.1993 00:00:00;   119
21.04.1993 00:00:00;   119
22.04.1993 00:00:00;   118
23.04.1993 00:00:00;   118
24.04.1993 00:00:00;   118
25.04.1993 00:00:00;   118
26.04.1993 00:00:00;   118
27.04.1993 00:00:00;   118
28.04.1993 00:00:00;   118
29.04.1993 00:00:00;   118
30.04.1993 00:00:00;   118
01.05.1993 00:00:00;   118
02.05.1993 00:00:00;   117
03.05.1993 00:00:00;   117
04.05.1993 00:00:00;   116
05.05.1993 00:00:00;   116
06.05.1993 00:00:00;   116
07.05.1993 00:00:00;   116
08.05.1993 00:00:00;   116
09.05.1993 00:00:00;   116
10.05.1993 00:00:00;   115
11.05.1993 00:00:00;   115
12.05.1993 00:00:00;   116
13.05.1993 00:00:00;   116
14.05.1993 00:00:00;   116
15.05.1993 00:00:00;   116
16.05.1993 00:00:00;   114
17.05.1993 00:00:00;   113
18.05.1993 00:00:00;   113
19.05.1993 00:00:00;   113
20.05.1993 00:00:00;   113
21.05.1993 00:00:00;   113
22.05.1993 00:00:00;   113
23.05.1993 00:00:00;   113
24.05.1993 00:00:00;   113
25.05.1993 00:00:00;   113
26.05.1993 00:00:00;   114
27.05.1993 00:00:00;   114
28.05.1993 00:00:00;   116
29.05.1993 00:00:00;   113
30.05.1993 00:00:00;   113
31.05.1993 00:00:00;   115
01.06.1993 00:00:00;   111
02.06.1993 00:00:00;   112
03.06.1993 00:00:00;   113
04.06.1993 00:00:00;   116
05.06.1993 00:00:00;   115
06.06.1993 00:00:00;   112
07.06.1993 00:00:00;   115
08.06.1993 00:00:00;   115
09.06.1993 00:00:00;   114
10.06.1993 00:00:00;   114
11.06.1993 00:00:00;   113
12.06.1993 00:00:00;   119
13.06.1993 00:00:00;   115
14.06.1993 00:00:00;   112
15.06.1993 00:00:00;   115
16.06.1993 00:00:00;   116
17.06.1993 00:00:00;   116
18.06.1993 00:00:00;   116
19.06.1993 00:00:00;   115
